,Type,Score,prop.spp.IndicatorClass_DOC_high,prop.spp.Trophic.I,prop.spp.BCG3,prop.spp.ZHR
554PS0224_6.17.08_1,int,1.364234225,2.353969823,0.576995134,1.710494861,0.815477082
554PS0448_7.7.09_1,int,0.787178812,1.055564315,1.284879543,0.808271392,0
554PS0946_8.23.11_1,int,1.250058584,1.789001666,0.423704409,2.567022148,0.220506113
601PRK002_8.2.12_1,int,0.781257436,1.10392507,1.471385789,0.549718886,0
601PS0057_9.14.11_1,int,1.185253541,2.471668314,0.649119525,1.3755832,0.244643125
601PS0065_9.1.11_1,int,0.955409068,1.02381802,0.581577056,1.470503539,0.745737658
601RSH002_8.4.10_1,int,1.192950127,1.877105715,0.581361864,2.313332928,0
601WRN001_8.3.10_1,int,0.923938587,1.433315802,0.923369653,0.703481472,0.635587421
603CON001_7.3.08_1,int,1.278875803,2.460278138,0.89341182,1.256743578,0.505069677
603CON001_8.5.10_1,int,1.115964987,1.139643897,0.669694792,1.366428941,1.288092318
603CON001_9.30.08_1,int,1.51634338,1.857359698,1.281977444,2.592450206,0.333586171
603DDM002_8.27.08_1,int,1.382002436,1.470503539,2.399362053,1.186268642,0.471875509
603MAM003_8.2.10_1,int,1.138563136,2.441744969,0.46941977,1.245024416,0.398063389
603MCG001_8.6.10_1,int,0.589393184,1.134731639,0.690622754,0.532218344,0
603PNC001_8.7.10_1,int,0.903428005,1.793678794,0.277761779,1.542271448,0
603PS0024_8.23.10_1,int,0.859913858,1.371543269,0.914042687,0.524902132,0.629167346
603PS0040_8.31.10_1,int,1.351856438,2.390184744,1.065221785,1.349820764,0.602198461
603PS0044_8.30.11_1,int,0.844170075,1.080696799,0.920830339,0.784777515,0.590375646
603PS0044_9.14.11_1,int,1.117089472,1.802580426,0.268801722,2.18713928,0.209836462
603PS0072_9.12.11_1,int,0.894180275,1.248577321,1.508170433,0.819973344,0
603PS0079_8.1.12_1,int,1.419814781,2.435141196,0.835648125,1.733592217,0.674877585
603PS0108_7.24.12_1,int,1.17843713,1.139643897,1.67423698,1.470503539,0.429364106
603PS0108_7.24.12_2,int,1.462638445,1.867714317,1.219441959,2.446083828,0.317313674
603PS0132_7.17.13_1,int,1.005623611,1.470503539,1.508170433,1.043820471,0
603PS0136_7.17.13_1,int,1.26985337,2.661477235,1.153990267,1.263945979,0
603PS0137_8.13.13_1,int,1.354049862,1.129502461,0.891126135,1.338778279,2.056792572
603PSx109_7.30.12_1,int,1.158501,1.784163257,0.862019316,1.987821426,0
603RCK001_7.31.08_1,int,1.377381173,1.418837865,2.661477235,0.957334081,0.471875509
603RCK001_8.9.10_1,int,1.218012335,2.661477235,0.341923042,1.28875425,0.579894814
603RCK001_8.9.10_2,int,1.031959732,1.218240028,0.83711849,0.999070146,1.073410265
603RCK001_8.9.10_3,int,1.373571063,1.717352037,0.709179011,2.237336568,0.830416637
603UOW001_8.8.10_1,int,0.920274762,1.415538242,0.876843275,0.905868172,0.482849358
603UOW003_8.25.08_1,int,1.278795847,2.629952492,0.716269821,1.364034522,0.404926551
603UOW009_8.26.08_1,int,0.869107978,1.152743252,0.920830339,1.009274557,0.393583764
609PS0053_5.14.08_1,int,0.726782393,1.398398228,0.225212254,0.580283378,0.703235711
620PS0669_8.17.10_1,int,0.469707068,0.840388582,0.580065551,0.458374139,0
628PS0527_6.3.09_1,int,1.079609896,2.01768842,0.494567257,1.806183907,0
628PS1019_6.8.11_1,int,0.979818631,1.170315558,1.347556594,1.055816627,0.345585744
628PS1039_6.9.11_1,int,1.283918721,1.877105715,0.775149152,2.483420019,0
628PS1179_6.6.12_1,int,0.990438902,1.368632833,1.160131103,0.794144829,0.638846843
628PS1307_5.21.13_1,int,0.957897696,2.295120578,0.540932938,0.873215707,0.122321562
631POR001_7.30.10_1,int,0.732775804,1.137225555,0.339998894,1.017909059,0.435969708
631PS0001_7.31.08_1,int,1.359983634,1.826143569,1.225419615,2.38837135,0
631PS0001_8.13.08_1,int,1.229151995,1.359338212,2.661477235,0.895792532,0
631PS0051_8.16.11_1,int,1.23068837,2.603213687,0.678817804,1.48722042,0.153501568
631PS0081_8.28.12_1,int,0.979807409,0.951013183,1.104996407,1.390919528,0.472300517
631PS0087_8.8.12_1,int,1.26134303,1.463884194,1.016201632,2.089315783,0.475970512
632MRK001_7.22.10_1,int,0.959362595,1.427894277,0.641774652,0.884269859,0.883511592
632PS0046_8.16.11_1,int,1.167234055,2.579132154,0.301040939,1.448390083,0.340373043
632PS0110_7.8.13_1,int,1.051860208,1.043794957,1.347556594,1.470503539,0.345585744
632PS0110_8.5.13_1,int,1.212902725,1.407347977,0.666628271,2.517437437,0.260197213
632SVR002_7.24.10_1,int,0.936225379,1.371543269,0.914042687,0.830148213,0.629167346
632SVR002_7.24.10_2,int,1.134449046,2.56796708,0.629449237,1.162457597,0.177922272
632SVR002_7.24.10_3,int,1.074816646,1.089342373,0.441998563,1.067643788,1.70028186
633PS0142_6.30.14_1,int,1.234163698,1.680052083,0.882302123,1.915129032,0.459171552
633WCR001_7.27.10_1,int,1.009397387,1.43200234,0.932888928,0.816511791,0.856186491
633WIL001_10.1.09_1,int,1.361125892,2.594170826,1.130439446,1.56012636,0.159766939
633WIL001_10.26.09_1,int,1.222156133,0.991698239,1.624994716,1.438460078,0.8334715
633WIL001_5.18.09_1,int,1.190025799,1.738488677,0.666628271,2.22488764,0.130098607
633WIL001_6.25.09_1,int,1.303365937,1.470503539,2.234326568,0.931896907,0.576736734
633WIL001_8.5.09_1,int,1.242788899,2.322583559,0.923192214,1.725379824,0
634PS0126_8.28.13_1,int,1.048742475,1.207399182,1.714649597,1.02862775,0.244293371
634SAX002_7.16.10_1,int,1.132844964,1.949993659,0.495020993,1.764338951,0.322026254
634SAX002_7.16.10_2,int,1.071235772,1.470503539,1.30514749,0.910373145,0.598918916
634SAX002_7.16.10_3,int,1.25331026,2.642520963,0.223352955,1.516030025,0.631337096
634TAY001_7.19.10_1,int,1.031864872,1.220551679,0.812497358,0.844203203,1.25020725
634TRT005_7.15.10_1,int,1.17834005,1.949993659,0.724595947,1.897359064,0.141411529
634TRU231_7.29.14_1,int,1.074899346,1.337761415,0,1.01184231,1.949993659
634TRU231_7.29.14_2,int,1.291384513,2.406280264,0,1.28875425,1.470503539
634UTR005_7.20.10_1,int,1.02108175,1.217030857,0.509998342,0.831403824,1.525893977
634UTR005_7.20.10_2,int,1.058374944,1.949993659,0.34244603,1.495516914,0.445543173
634UTR005_7.20.10_3,int,1.105431639,1.391994986,1.426647707,0.901647296,0.701436568
634WRD001_9.9.13_1,int,1.373797885,2.510901145,0.673160989,1.115096352,1.196033054
635BER001_7.8.10_1,int,0.942635071,1.198961732,1.04244944,0.994449281,0.53467983
635PS0018_7.20.09_1,int,1.211984589,1.768592378,0.606025701,2.118505896,0.354814381
635PS0034_9.8.10_1,int,0.909320691,1.341672999,1.058365216,0.872989769,0.364254779
636PS0006_7.21.08_1,int,1.440978499,2.598782685,1.221872048,1.630116062,0.3131432
636PS0010_7.21.09_1,int,1.304519943,1.101087305,1.04244944,1.470503539,1.60403949
636PS0086_9.26.12_1,int,1.487669494,1.744981632,0.980335692,2.460074732,0.765285921
637PS0018_8.4.08_1,int,1.188586472,1.178504104,1.538949422,0.977579995,1.059312368
637PS0130_8.27.14_1,int,1.328700725,2.146820479,0.969351825,1.415772599,0.782857999
719BMCPRE_4.7.14_1,int,0.859781411,0.353682589,0,0.509258419,2.576184636
719BMCPRE_5.22.13_1,int,1.118933614,1.949993659,0.520803337,1.191821171,0.813116291
719NP7LBC_4.14.14_1,int,0.600761995,0.425651359,0,1.033645601,0.943751019
719TPPSQH_4.10.14_1,int,1.038344148,1.350973986,0,1.33189907,1.470503539
719TPPSQH_4.10.14_2,int,1.077811207,0.589470981,0,1.060296612,2.661477235
719TPPSQH_5.15.13_1,int,1.296287837,1.596571234,0.476163051,1.890545016,1.221872048
722NP7CGC_4.16.14_1,int,0.93067666,1.213894618,0,0.558818363,1.949993659
722PS0535_4.16.14_1,int,0.193185552,0,0,0.772742209,0
722PS0535_4.16.14_2,int,0,0,0,0,0
722PS0535_5.26.09_1,int,0.905200605,1.398398228,0.675636761,1.370958504,0.175808928
722PS0611_6.8.10_1,int,0.894383173,0.975451032,0,0.652087999,1.949993659
801CYC398_6.5.14_1,int,1.128555288,2.003014322,0.629449237,1.454744138,0.427013454
801EBC686_6.19.14_1,int,0.827616668,0.802803336,1.578566295,0.929097042,0
801EBC686_6.19.14_2,int,1.225786766,1.552222033,1.041606673,2.106039286,0.203279073
801ETC226_6.10.14_1,int,0.9846629,1.203985274,2.15452919,0.580137137,0
801LYC271_6.10.14_1,int,1.273547443,2.460278138,0.44670591,1.42960121,0.757604515
801LYC600_6.23.14_1,int,0.834807963,0.686560319,0.97499683,0.844203203,0.8334715
801MHC219_6.24.14_1,int,0.952453463,1.416062206,0.877142462,1.516609185,0
801MIC370_6.9.14_1,int,0.821832956,1.135070292,1.028298023,0.652087999,0.471875509
801PFB019_6.11.14_1,int,0.556427071,1.260279228,0.319566536,0.525422828,0.120439692
801PS0019_5.20.08_1,int,0.953630997,0.778101695,1.104996407,0.986824853,0.944601033
801S01783_7.11.12_1,int,1.299112181,1.58265776,1.225419615,2.38837135,0
801S01805_7.9.12_1,int,1.321931202,1.470503539,2.661477235,1.155744034,0
801S05127_6.11.13_1,int,1.011448355,2.071493444,0.615461476,1.010901612,0.347936888
801S05383_6.10.13_1,int,0.73670322,1.02381802,0.872365584,1.050629275,0
801S06231_6.6.13_1,int,0.832525831,1.198206482,0.657856846,1.131675242,0.342364754
801S06679_6.6.13_1,int,0.757173147,1.098285607,1.117163284,0.62099812,0.192245578
801S08727_6.5.13_1,int,0.801949006,1.350973986,0.301040939,1.215408057,0.340373043
801S08727_6.5.13_2,int,0.640021024,0.394689266,0.720649831,0.82870085,0.616044152
801S16169_6.3.13_1,int,1.352638794,1.738488677,1.333256542,2.078612742,0.260197213
801SAR124_6.17.14_1,int,0.958020695,1.178504104,1.538949422,1.114629256,0
801SNP002_5.13.14_1,int,0.93469951,1.920839376,0.830872993,0.987085672,0
801SNP002_6.18.14_1,int,0.602127096,0.518734463,1.104996407,0.784777515,0
801STW055_6.11.14_1,int,0.678344794,1.149794099,0.617248399,0.946336677,0
801STW258_6.4.14_1,int,0.628246966,1.067862183,1.190660868,0.254464813,0
802NJR147_6.26.14_1,int,1.278630122,2.353969823,1.221872048,1.3755832,0.163095416
802S25949_6.4.12_1,int,0.854736611,1.221872048,1.315471913,0.544244971,0.337357512
802SJR587_6.3.14_1,int,0.976730893,1.432820339,0.769186466,1.504765064,0.200151702
901NP9LCC_3.26.14_1,int,1.025619511,1.272588423,1.392157323,0.639173742,0.798558554
901S00313_4.30.09_1,int,1.29265271,2.311170372,0.629449237,1.162457597,1.067533635
901S04309_5.16.11_1,int,1.040710834,1.061047766,0.753406641,1.060296612,1.288092318
901S04409_5.19.11_1,int,1.416065877,1.478306699,0.595203813,2.661477235,0.929275761
901S04565_5.26.11_1,int,1.105261326,1.396435162,0.793773912,1.138071893,1.092764338
901S45253_5.18.10_1,int,0.649631478,1.82040333,0.307730738,0.296423401,0.173968444
901SJSMT3_5.8.08_1,int,1.235826115,0.972627119,1.035934131,1.163616273,1.771126937
902M20161_6.25.15_1,int,0.817300847,1.949993659,1.041606673,0.277603056,0
902S00117_5.25.10_1,int,0.554622857,0.64712849,1.103539341,0.467823596,0
902S00565_4.27.09_1,int,0.560632948,1.533443199,0.395653806,0.313434787,0
902S01097_5.11.09_1,int,0.501053146,0.825259374,0.669694792,0.509258419,0
902S02293_5.27.10_1,int,0.560007338,0.796011299,0.320494361,0.998428877,0.125094814
902S02357_5.25.10_1,int,0.427306648,0.52024055,0.314202174,0.442231318,0.43255255
902S05173_5.17.11_1,int,0.657466516,1.28398354,0.314724618,0.675313362,0.355844545
902SMSND3_5.6.08_1,int,0.887666016,1.043794957,0.808533956,0.661577919,1.036757231
902WE0888_6.16.15_1,int,1.12955192,1.949993659,1.470503539,1.097710483,0
903M20124_6.24.15_1,int,0.778719305,1.470503539,1.396454105,0.247919576,0
903M20153_6.24.15_1,int,1.038286969,2.661477235,0.897547986,0.594122656,0
903NP9SLR_3.19.15_1,int,1.071747445,0.919574731,1.607267501,0.729673696,1.030473854
903NP9SLR_3.25.14_1,int,1.029578619,1.798202574,0.956229077,1.15060642,0.213276404
903S06113_5.23.12_1,int,0.350061999,0.668880708,0.359088198,0.372279091,0
903SLFRCx_5.22.15_1,int,1.279135651,2.435141196,0.955026428,1.456423946,0.269951034
903SLKYS3_5.7.08_1,int,0.38859787,0.965729054,0.470211237,0.11845119,0
903SLMSA2_5.9.08_1,int,0.373383062,0.989822746,0.362297973,0,0.141411529
905PS0026_5.13.08_1,int,0.621462473,1.193493028,0.887159078,0.405197786,0
905S01953_4.29.09_1,int,0.800437557,2.160113485,0.407290683,0.173841355,0.460504705
905S15201_5.23.12_1,int,0.565975532,0.845762712,0.720649831,0.389467507,0.308022076
905SDYSA7_5.6.08_1,int,0.581408705,1.684582052,0.387574576,0.102200743,0.151277449
905SDYSA7_5.6.08_2,int,0.579744962,1.248577321,0.754085217,0.316317309,0
905WE1018_6.9.15_1,int,1.249616783,2.661477235,0.675506498,1.661483399,0
907BCT_4.17.14_1,int,1.267535512,1.120993968,1.123725159,1.144353286,1.681069635
907BCT_5.14.14_1,int,1.331103347,1.789001666,0.706174016,1.947213257,0.882024451
907S00577_5.12.09_1,int,0.953575648,1.447214622,0.822638418,0.789448736,0.755000815
907S01418_5.12.09_1,int,1.510460501,2.372801582,0.415436496,1.844459526,1.409144398
907S01434_5.13.09_1,int,1.321365014,1.160327089,1.163154112,1.470503539,1.491475315
907S01610_5.31.10_1,int,1.190329915,1.897160263,0.868005561,1.725115071,0.271038764
907S03786_5.30.12_1,int,0.863437004,1.300601376,1.571010868,0.582135772,0
907S05514_5.18.11_1,int,1.101253926,2.448128616,0.923192214,0.772742209,0.260952666
907S05514_5.18.11_2,int,1.05378184,1.134731639,1.726556886,0.911057101,0.442781734
907S46499_6.2.10_1,int,0.928763924,1.609711738,0.617248399,1.48809556,0
907SDB014_5.21.14_1,int,1.361282154,1.470503539,1.630454522,1.221872048,1.122298509
907SSDR11_5.5.08_1,int,0.722523612,1.977334652,0.34619708,0.370848215,0.1957145
907SSDR11_5.5.08_2,int,0.620925394,0.897809648,0.566664824,0.292610924,0.726616179
909JPCH79_6.8.10_1,int,1.40638287,1.810925706,1.302008341,2.106039286,0.406558145
909SHAR02_5.8.08_1,int,0.434208725,0.966161022,0.718176397,0.052497481,0
909SLAW02_5.6.08_1,int,0.892363365,1.883175859,0.576995134,0.891821911,0.217460555
909WE0662_6.22.15_1,int,1.097400451,1.221872048,1.949993659,1.217736096,0
910DZRA03_5.6.08_1,int,0.453490722,1.213231015,0,0.600731873,0
910S06570_5.24.10_1,int,0.758142199,1.270354833,1.40294924,0.359264723,0
910S14762_5.26.10_1,int,0.906623302,2.322583559,0.769326845,0.534582805,0
911NCPCR2_3.25.09_1,int,1.217089163,0.965729054,0.470211237,1.322137456,2.110278904
911NCPCR2_4.28.09_1,int,1.310909563,1.645090018,1.068314537,2.029854443,0.500379256
911NCPCR2_5.27.09_1,int,1.108355805,0.993186505,0.685532015,0.80471104,1.949993659
911S01818_5.6.09_1,int,1.110702544,1.98779674,0.769326845,1.68568659,0
911S01818_5.6.09_2,int,0.748027227,1.000416465,0.947139777,1.044552664,0
911S04086_5.6.09_1,int,0.81867985,1.379752919,1.388808897,0.506157585,0
911S04086_5.6.09_2,int,0.667392221,1.040481101,1.256808694,0.372279091,0
911S12262_5.24.10_1,int,0.995323804,2.372801582,0.415436496,0.87991394,0.3131432
911TCAM01_5.7.08_1,int,0.902176372,1.123924671,0.552498203,0.515381066,1.41690155
911TTJR01_5.5.08_1,int,0.668527138,1.498697136,0.574679544,0.600731873,0
AHAH1_6.16.07_1,int,1.176457227,1.178504104,0.923369653,0.909055364,1.694899789
AHAH1_6.4.08_1,int,1.069516965,1.694858273,0.230798053,1.308600867,1.043810665
DGSY1_1.19.08_1,int,0.706414899,1.108205445,0.80363375,0.656201937,0.257618464
DGSY1_1.9.08_1,int,1.038984726,1.731730704,1.190407626,1.233800574,0
DGSY1_12.10.07_1,int,1.113003219,1.470503539,1.759532172,0.875935126,0.34604204
DGSY1_12.20.07_1,int,1.227071765,2.642520963,0.670058865,1.343172394,0.252534838
DGSY1_12.30.07_1,int,0.936226159,1.089342373,1.54699497,0.825186983,0.28338031
DGSY1_5.14.08_1,int,1.10512744,1.645090018,0.640988722,1.46725868,0.667172341
GSSJ1_7.3.07_1,int,0.752424044,0.948673945,1.182878771,0.471035176,0.407108283
GVGV1_6.4.08_1,int,1.07520369,2.245325062,0.177536964,1.075021452,0.802931281
LAAS1_6.11.08_1,int,0.659221301,0.736042144,0.597295355,1.303547706,0
MCRC1_10.6.07_1,int,1.036496249,1.885662322,0.555523559,1.704799113,0
MCRC1_11.4.08_1,int,0.865402985,1.320610628,1.160131103,0.781230572,0.199639639
MCRC1_6.18.08_1,int,0.935595857,1.086447611,0.798916339,1.555920248,0.30109923
MCRC1_7.4.07_1,int,0.974608845,1.049819748,1.05237753,1.121523078,0.674715024
ME-SCR_5.29.14_1,int,0.760756644,1.328269601,0.497483784,1.120184677,0.097088512
ME-SCR_6.17.15_1,int,0.631616465,1.244626127,0.572722949,0.577708416,0.13140837
MTMT1_6.5.08_1,int,1.286177831,2.44389676,0.46678258,1.266454681,0.967577302
RCRC1_7.1.07_1,int,0.644918487,0.631791975,0.566664824,1.017909059,0.36330809
SAMI1_10.4.07_1,int,0.957858245,1.095686141,1.470503539,0.882600338,0.38264296
SAMI1_11.2.08_1,int,1.033390472,1.470503539,0.793773912,1.049711185,0.819573253
SAMI1_6.6.07_1,int,1.185090211,2.095792488,0.670058865,1.343172394,0.631337096
SAMI1_6.6.08_1,int,1.438420114,1.221872048,1.578566295,0.929097042,2.024145071
SASV1_6.13.07_1,int,1.180292044,1.541213367,0.354589506,2.548559756,0.276805546
SCPR1_6.20.08_1,int,0.699752394,0.853979772,0.853681377,0.699602719,0.391745706
SCSF1_6.12.08_1,int,1.049303844,2.146820479,0.69239416,1.201429136,0.1565716
SCSL1_6.16.08_1,int,0.716137046,0.466861017,0.883997125,0.663549113,0.85014093
SCSP1_6.19.07_1,int,0.998267046,1.698949489,0.870596622,1.229345049,0.194177025
SCSP2_6.16.08_1,int,0.913538491,1.040481101,1.885213042,0.512183545,0.216276275
SGCD1_6.9.08_1,int,1.423745732,2.095792488,0.89341182,1.948174105,0.757604515
SGCT1_6.19.07_1,int,0.835444356,0.762844799,0.812497358,1.14133164,0.625103625
SGEW1_6.10.08_1,int,1.689803885,1.949993659,0.925872598,2.661477235,1.221872048
SGEW1_6.25.07_1,int,0.666770407,0.693654067,0.837872463,0.558818363,0.576736734
SGSG1_10.5.07_1,int,1.048415373,2.058726151,0.352064827,1.517494921,0.265375593
SGSG1_11.3.08_1,int,1.158504607,1.173327953,1.315471913,1.470503539,0.674715024
SGSG1_6.10.08_1,int,0.967452518,1.293518361,0.520803337,1.648930228,0.406558145
SGSG1_6.24.07_1,int,0.71419079,1.203985274,0.430905838,1.221872048,0
SGUT503_5.27.10_1,int,1.226510639,2.542287409,0.51929562,1.844459526,0
SGUT503_5.8.09_1,int,0.588818796,0.972627119,0.345311377,1.037336687,0
SJBL1_6.14.07_1,int,1.309803737,1.562781367,0.850291162,2.427881377,0.39826104
SJBL1_6.3.08_1,int,1.398668812,1.232148672,1.190660868,1.221872048,1.949993659
SJMO1_6.3.08_1,int,1.594365849,2.471668314,1.221872048,1.949993659,0.733929374
SJOF1_5.16.08_1,int,0.934577613,1.02381802,0.775436075,0.696160262,1.242896096
SJSJ2_6.5.07_1,int,0.809895043,1.731730704,1.020349394,0.487500072,0
SJSJ5_5.13.08_1,int,1.192569471,1.051098255,1.538949422,0.909055364,1.271174842
SLRC1_6.9.08_1,int,1.345942239,1.98779674,1.221872048,1.88415276,0.289947407
SLWM1_6.12.07_1,int,0.602591707,1.018942696,1.183924722,0.207499408,0
SMC00027_7.13.15_1,int,1.285107959,1.949993659,1.096428077,2.0940101,0
SMC00105_5.12.09_1,int,0.923938587,1.433315802,0.923369653,0.703481472,0.635587421
SMC00105_5.22.14_1,int,1.123112979,2.510901145,0.288497567,1.040671538,0.652381666
SMC00191_7.12.10_1,int,0.607178891,1.221872048,0.581577056,0.62526646,0
SMC00324_6.21.10_1,int,0.684970597,0.940740626,0.378766063,1.4203757,0
SMC00440_5.20.09_1,int,0.522831524,1.098285607,0.558581642,0.434458848,0
SMC00457_6.4.09_1,int,0.332379541,0.807075368,0.247283629,0.275159168,0
SMC00464_5.8.09_1,int,0.545454734,0.852206619,0.631426518,0.698185799,0
SMC00464_6.4.14_1,int,1.063041195,1.360042163,0.595203813,2.203991226,0.092927576
SMC00480_5.13.09_1,int,0.899379267,0.425651359,0,1.221872048,1.949993659
SMC00480_5.13.09_2,int,1.368649362,1.856273346,0.197826903,1.949993659,1.470503539
SMC00520_5.19.09_1,int,0.762654022,0.972627119,0.345311377,1.289895859,0.442781734
SMC00520_6.25.14_1,int,1.098706976,1.524990068,0.657856846,1.612842671,0.59913832
SMC00544_6.22.11_1,int,0.43393714,0.867067584,0.558581642,0.310099333,0
SMC00660_7.14.15_1,int,0.951876361,2.661477235,0.814581365,0.331446843,0
SMC00665_7.27.11_1,int,0.636278604,1.129502461,0.891126135,0.295953312,0.228532508
SMC00693_5.31.10_1,int,0.640099597,1.478306699,0.793605084,0.288486605,0
SMC00693_5.31.10_2,int,0.387971879,1.040481101,0.418936231,0.092470182,0
SMC00827_6.15.09_1,int,1.125511242,2.561995063,0.322043796,1.071826111,0.546179999
SMC00903_7.6.11_1,int,1.210666307,1.055564315,1.284879543,1.184173415,1.318047953
SMC00924_6.25.14_1,int,1.000250722,1.58265776,0.245083923,2.173261206,0
SMC00924_6.9.09_1,int,0.770468268,1.144529211,1.005446956,0.931896907,0
SMC01040_6.9.09_1,int,1.069404726,2.245325062,0.355073928,1.075021452,0.602198461
SMC01096_6.7.10_1,int,0.729644824,1.02381802,1.163154112,0.731607164,0
SMC01096_6.7.10_2,int,0.867767107,1.622141945,0.675636761,1.173289723,0
SMC01097_5.4.15_1,int,0.565429715,1.470503539,0.418936231,0.372279091,0
SMC01155_5.12.09_1,int,1.055671251,2.054373664,0.472086928,1.162457597,0.533766817
SMC01174_7.20.11_1,int,0.697579015,1.221872048,0.908216225,0.660227787,0
SMC01320_6.7.10_1,int,0.722061672,1.541213367,0.354589506,0.992443816,0
SMC01384_6.30.15_1,int,1.019314305,1.470503539,2.15452919,0.452224493,0
SMC01504_6.28.11_1,int,1.383167437,2.406280264,0.769326845,1.48722042,0.869842221
SMC01504_6.28.11_2,int,1.098495219,1.123924671,1.473328542,0.852126628,0.944601033
SMC01523_7.7.11_1,int,1.165482387,1.784163257,0.287339772,2.366118577,0.224307942
SMC01544_7.14.10_1,int,0.611930377,1.080499605,0.580065551,0.587516712,0.199639639
SMC01559_6.21.11_1,int,1.22195565,2.471668314,0.216373175,1.710494861,0.489286249
SMC01655_7.6.11_1,int,0.867231716,1.097322904,1.274995854,0.551645972,0.544962134
SMC01689_7.5.12_1,int,0.932045258,1.693333127,0.946915157,1.087932749,0
SMC01717_5.28.09_1,int,0.647779869,1.089560398,0.853681377,0.256131996,0.391745706
SMC01808_6.13.11_1,int,1.314342803,2.598782685,0.830872993,1.201429136,0.626286399
SMC01909_6.9.09_1,int,0.402973302,0.926311542,0.526188765,0.1593929,0
SMC01909_7.10.14_1,int,0.649934179,1.51772821,0.370349039,0.567105459,0.144554007
SMC02075_7.17.12_1,int,0.987653415,1.086578365,0.763630599,0.917729368,1.182675327
SMC02088_6.14.11_1,int,0.810782077,1.366821188,0.44670591,1.42960121,0
SMC02092_6.14.11_1,int,0.710232605,0.627501367,1.069351361,0.687012675,0.457065016
SMC02145_7.19.11_1,int,0.624207497,1.33917195,0.490167846,0.667490193,0
SMC02167_6.7.10_1,int,0.71056876,1.352625431,1.005446956,0.484202654,0
SMC02436_5.28.09_1,int,0.491308802,1.655896014,0.238756607,0.070582587,0
SMC02457_5.31.10_1,int,0.390829715,1.061047766,0.502271094,0,0
SMC02568_6.12.12_1,int,1.348929987,1.877105715,0.581361864,2.483420019,0.453832348
SMC02573_6.9.10_1,int,0.618201062,1.470503539,0.973013183,0.029287525,0
SMC02712_6.7.12_1,int,1.059343852,1.713381314,0.681043436,1.457938526,0.385012131
SMC02933_6.1.10_1,int,0.468984079,0.756487759,0.460415169,0.363845562,0.295187823
SMC02976_7.25.14_1,int,1.497585842,1.949993659,0.675636761,2.661477235,0.703235711
SMC02976_7.27.10_1,int,0.978286382,1.157954774,0.973013183,1.112418784,0.669758788
SMC03110_7.26.11_1,int,0.604279872,1.883175859,0,0.370848215,0.163095416
SMC03216_7.27.11_1,int,0.920140757,0.951013183,1.473328542,1.256221303,0
SMC03401_7.8.13_1,int,0.845309742,1.541213367,0.709179011,0.992443816,0.138402773
SMC03438_7.2.12_1,int,0.432140184,1.054541656,0.407613631,0.26640545,0
SMC03510_7.15.14_1,int,0.759277906,2.286713543,0.329711505,0.296423401,0.124263174
SMC03510_7.21.11_1,int,0.294011386,0.679295131,0,0.1593929,0.337357512
SMC03533_6.1.10_1,int,0.465842556,1.293518361,0.520803337,0.049048527,0
SMC03984_6.18.12_1,int,0.800733798,1.387308135,1.256808694,0.558818363,0
SMC04000_7.30.12_1,int,1.128912296,2.421226104,0.494567257,1.040671538,0.559184285
SMC04047_5.14.09_1,int,1.048885679,0.939088253,0.762066487,1.02862775,1.465760224
SMC04134_7.26.11_1,int,0.909919902,1.717352037,0.531884259,0.836832222,0.553611092
SMC04175_6.11.09_1,int,0.749872076,0.975451032,0.942606521,0.75701634,0.324414413
SMC04239_6.11.09_1,int,0.709658052,1.171243522,0.337753249,1.138694463,0.190940975
SMC04399_6.11.09_1,int,0.375786951,1.030818485,0.283332412,0.188996905,0
SMC04426_7.25.11_1,int,1.016493542,1.562781367,0.340116465,1.233800574,0.929275761
SMC04600_7.8.14_1,int,0.557298819,1.137475102,0.766866322,0.324853852,0
SMC04661_7.16.14_1,int,0.396878791,0.518834165,0.282609861,0.466537261,0.319533877
SMC04661_7.18.11_1,int,0.487177654,0.624402595,0.613886893,0.448031953,0.262389176
SMC04682_7.25.11_1,int,1.147807984,1.926896317,0.71834943,1.609524275,0.336461913
SMC04880_6.6.12_1,int,0.939588151,1.213894618,0.837872463,0.745357635,0.961227889
SMC04972_7.1.13_1,int,1.16580012,2.661477235,0.839265649,1.162457597,0
SMC05020_7.15.13_1,int,0.73473014,0.7602143,0.381033244,0.331912794,1.465760224
SMC05146_7.10.12_1,int,1.081162203,1.86266644,1.041606673,1.4203757,0
SMC05199_7.6.11_1,int,0.565198334,0.717088326,0.815227261,0.44790312,0.280574627
SMC05296_6.26.12_1,int,1.219132053,2.286713543,0.494567257,0.97687884,1.11836857
SMC05402_7.28.11_1,int,0.83295341,0.764800812,1.133329648,0.707067001,0.726616179
SMC05640_6.17.13_1,int,1.170141333,1.544009218,0.925872598,1.797672064,0.413011449
SMC05759_5.29.14_1,int,0.684917627,1.151352038,0.494482109,0.58328253,0.51055383
SMC05759_6.21.10_1,int,0.564460744,1.603244312,0.374267114,0.280331549,0
SMC05968_7.1.13_1,int,1.029212063,0.852206619,0.947139777,0.698185799,1.619316057
SMC06044_6.17.13_1,int,0.784269114,1.407347977,0.999942406,0.46958886,0.260197213
SMC06216_5.26.09_1,int,0.794617135,0.851302719,0.342766008,0.80471104,1.179688773
SMC06216_6.3.14_1,int,1.075365358,2.118572841,0.324559763,1.124399453,0.733929374
