,Type,Score,prop.spp.Salinity.BF,prop.spp.HighMotility,prop.ind.most.tol,prop.spp.BCG3
907CONECR_5.16.12_1,ref,0.816641545,NA,0.630183964,0.836256599,0.983484071
907CONECR_5.31.12_1,ref,0.721454148,0.945167596,0.354257986,0.864936861,NA
907S03210_5.18.11_1,ref,1.026030815,1.052131058,0.8339498,NA,1.192011587
907S03210_5.18.11_2,ref,1.08498421,1.329115687,NA,1.228868778,0.696968166
907SDB035_5.22.14_1,ref,1.053735742,NA,1.093411558,0.81850509,1.249290577
909JQCASR_6.1.11_1,ref,1.444621189,1.749844629,1.139397749,NA,NA
909S00282_4.6.15_1,ref,0.861279094,0.615438544,0.953769828,NA,1.014628911
909S00282_4.6.15_2,ref,0.983033509,0.998121825,NA,1.154443656,0.796535046
911COPPER_3.24.15_1,ref,0.576681607,NA,0.645843554,0.383841398,0.700359869
911COPPER_4.2.13_1,ref,0.924427369,1.344089431,0.519203314,0.909989363,NA
911KCKCRx_4.7.15_1,ref,0.724056748,0.61378924,0.488003254,NA,1.070377752
911KCKCRx_5.31.11_1,ref,1.00879216,1.216700898,NA,1.228868778,0.580806805
911KCKCRx_5.6.14_1,ref,0.874922315,NA,1.749844629,NA,0
911LAP_4.9.14_1,ref,1.211308989,1.747421975,1.139397749,0.747107242,NA
911NP9ATC_3.24.14_1,ref,0.99762032,0.701127742,1.042959172,NA,1.248774044
911NP9ATC_4.29.14_1,ref,0.95038075,0.885707036,NA,1.111649211,0.853786003
911NP9ATC_4.7.15_1,ref,0.791127768,NA,0.605843515,0.829666574,0.937873216
911NP9ATC_4.7.15_2,ref,0.915146548,1.210897095,0.753667064,0.780875486,NA
911NP9UCW_3.18.15_1,ref,0.970777729,0.876263768,0.662417971,NA,1.373651448
911NP9UCW_3.24.14_1,ref,0.835314801,0.888898716,NA,0.939437749,0.677607939
911NP9UCW_4.29.14_1,ref,0.945784608,NA,0.940243841,0.664476614,1.232633369
911S00538_5.5.09_1,ref,1.061731975,1.343718289,0.846528155,0.994949482,NA
911S00858_5.31.10_1,ref,0.859466169,1.139042251,1.439356257,NA,0
911S01142_3.23.15_1,ref,0.692450574,0.665037613,NA,0.901744406,0.510569703
911S01142_5.24.11_1,ref,0.874922315,NA,1.749844629,NA,0
911S02058_5.5.09_1,ref,1.164567892,1.742089514,0.612232479,1.139381684,NA
911S03354_5.5.09_1,ref,0.901901978,0.610358254,0.733048724,NA,1.362298957
911TCCTCx_5.31.11_1,ref,1.344527741,1.326682394,NA,1.567503081,1.139397749
911TJIND2_5.8.08_1,ref,0.874922315,NA,1.749844629,NA,0
911TJKC1x_3.30.15_1,ref,0.587069792,0.684654306,0.584486939,0.492068131,NA
911TJKTC5_5.7.08_1,ref,0.859584669,1.139397749,1.439356257,NA,0
911TJLCC2_4.7.15_1,ref,0.775297329,0.55520943,NA,1.132688621,0.637993936
911TJWIL3_5.25.11_1,ref,0.940576155,NA,1.197844092,0.923524506,0.700359869
911TJWIL3_5.6.08_1,ref,0.72442888,0.944505184,0.456035362,0.772746094,NA
911TJWIL3_5.6.08_2,ref,0.717850256,0.61500722,0.646562088,NA,0.89198146
MJMJ1_6.19.08_1,ref,0.841925185,1.105233392,NA,0.755254367,0.665287794
SASA4_10.4.07_1,ref,0.979602733,NA,1.187621859,0.809591405,0.941594935
SASA4_11.2.08_1,ref,0.844890291,0.949271902,0.574577817,1.010821152,NA
SASA4_6.6.08_1,ref,1.018590469,0.967465043,0.655889078,NA,1.432417286
SASA4_6.7.07_1,ref,1.074590365,1.106792989,NA,1.385161533,0.731816574
SCFC1_6.12.08_1,ref,0.757973723,NA,0.891177126,0.635693515,0.747050527
SCSS1_6.17.08_1,ref,1.037138292,1.487086192,0.809919455,0.814409229,NA
SGBC1_10.5.07_1,ref,1.060029438,0.790535031,1.005042929,NA,1.384510353
SGBC1_11.3.08_1,ref,0.989618786,0.992719108,NA,1.26999845,0.706138799
SGBC1_6.10.08_1,ref,1.305478951,NA,1.749844629,1.139397749,1.027194474
SGBC1_6.24.07_1,ref,1.196116693,1.748875038,0.700093358,1.139381684,NA
SGUR103_7.22.10_1,ref,1.144410079,1.139397749,0.913608545,NA,1.380223943
SJTC2_6.14.07_1,ref,1.068599857,1.106070641,NA,1.333063948,0.766664982
SMAD1_10.7.07_1,ref,0.660476867,NA,0.705198451,0.679796651,0.596435501
SMAD1_11.5.08_1,ref,0.452249496,0.271615095,0.2132966,0.871836794,NA
SMAD1_6.18.08_1,ref,0.526010365,0.351537066,0.355256323,NA,0.871237705
SMAD1_6.26.07_1,ref,0.928074008,1.106070641,NA,1.086784455,0.591366928
SMAS1_5.12.08_1,ref,0.445756048,NA,0.444036906,0.296795735,0.596435501
SMC00135_6.7.10_1,ref,1.164664291,1.478796074,0.875815114,1.139381684,NA
SMC00271_6.4.09_1,ref,1.130305568,0.962906586,1.023139318,NA,1.4048708
SMC00271_8.13.15_1,ref,0.717936882,1.435873764,NA,NA,0
SMC00282_6.9.09_1,ref,0.734634557,NA,0.919484846,0.652299149,0.632119676
SMC00282_6.9.09_2,ref,0.911192033,1.075151548,0.744023797,0.914400754,NA
SMC00428_5.15.14_1,ref,0.867370533,0.788024547,0.440435603,NA,1.373651448
SMC00428_6.19.14_1,ref,0.986525495,0.995480343,NA,1.115613158,0.848482984
SMC00428_7.22.10_1,ref,0.774400416,NA,1.243844136,0.694159185,0.385197928
SMC00476_6.8.09_1,ref,1.158638289,1.61677068,0.919745553,0.939398635,NA
SMC00791_6.22.11_1,ref,1.337101571,1.139221495,1.122238589,NA,1.749844629
SMC00791_6.22.11_2,ref,1.307414217,1.439356257,NA,1.385161533,1.097724861
SMC00911_6.4.09_1,ref,1.032445116,NA,1.026986782,0.969783058,1.100565508
SMC01196_7.14.10_1,ref,0.865175545,1.341936558,0.445759236,0.807830839,NA
SMC01248_7.26.11_1,ref,0.997167835,1.135807083,0.606922379,NA,1.248774044
SMC01367_6.23.11_1,ref,1.024530688,1.321168085,NA,0.982090743,0.770333236
SMC01413_7.9.12_1,ref,0.991836792,NA,0.916432053,0.790191032,1.268887292
SMC01413_7.9.12_2,ref,1.010806458,1.345595987,0.809919455,0.876903932,NA
SMC01424_7.1.09_1,ref,1.313117243,1.137696514,1.439356257,NA,1.362298957
SMC01567_6.9.10_1,ref,0.989703951,1.216544579,NA,0.939437749,0.813129526
SMC01979_7.14.11_1,ref,0.932714253,NA,0.829843733,0.707651263,1.260647764
SMC02139_7.17.12_1,ref,0.892141285,1.211155782,0.668714472,0.7965536,NA
SMC02464_6.22.11_1,ref,1.216377253,1.139397749,1.439356257,NA,1.070377752
SMC02591_7.21.11_1,ref,0.995324162,1.107840189,NA,1.121080671,0.757051628
SMC02972_7.18.12_1,ref,0.854697662,NA,1.035490992,0.440984315,1.087617679
SMC03234_6.28.11_1,ref,0.925321698,1.209690502,0.626875959,0.939398635,NA
SMC03280_8.11.11_1,ref,1.106589137,1.137034592,0.84476063,NA,1.33797219
SMC03452_6.13.12_1,ref,0.922680392,1.21807562,NA,0.736836029,0.813129526
SMC04204_7.11.12_1,ref,0.897394668,NA,0.99084389,0.54574633,1.155593783
SMC04383_5.19.14_1,ref,0.974186323,1.4828443,0.562810735,0.876903932,NA
SMC04383_6.9.10_1,ref,1.077595022,1.136958747,0.799022505,NA,1.296803815
SMC04524_7.9.13_1,ref,1.064392649,1.210924681,NA,1.257029635,0.725223632
SMC04795_7.14.11_1,ref,0.746586228,NA,1.075177306,0.479785062,0.684796316
SMC05243_6.10.10_1,ref,0.457418732,0.134219172,0.480441162,0.757595863,NA
SMC05407_7.21.11_1,ref,0.934818331,0.699003762,0.606922379,NA,1.498528853
SMC05848_6.18.13_1,ref,0.691362645,0.66543228,NA,0.908268254,0.500387401
SMC06467_6.28.10_1,ref,0.514095926,NA,0.611343521,0.54574633,0.385197928
SMC08157_6.22.11_1,ref,0.745698586,1.078607253,0.562810735,0.59567777,NA
SMC09503_6.4.12_1,ref,1.192608365,1.0515364,1.069385645,NA,1.456903051
SMC13599_6.4.12_1,ref,1.181113024,1.329435762,NA,1.074505563,1.139397749
SMC18545_6.25.13_1,ref,0.771932495,NA,0.684580434,0.576991142,1.054225908
SMC19809_6.25.13_1,ref,1.268761339,1.739854747,0.899777172,1.166652099,NA
SMC29064_6.25.12_1,ref,1.218882859,1.045554412,0.946062107,NA,1.665032059
SMCR8_474_7.5.09_1,ref,1.253126116,1.431138956,NA,1.557906158,0.770333236
SQMC1_6.5.08_1,ref,0.847709936,NA,0.916432053,0.720349689,0.906348065
SYHC2_6.3.08_1,ref,0.774704507,1.203329867,0.401366371,0.719417281,NA
SYTQ1_6.3.08_1,ref,1.109071055,0.962766074,0.699415032,NA,1.665032059
TJKT1_6.13.07_1,ref,0.616495796,0.440831734,NA,0.908268254,0.500387401
VRMT3_11.4.08_1,ref,0.723642422,NA,0.268867577,0.849811691,1.052247998
VRMT3_6.17.07_1,ref,0.997895726,1.477474094,0.594054367,0.922158717,NA
VRMT3_6.17.08_1,ref,1.004079656,1.052445179,0.273948828,NA,1.685844959
102PS0139_8.9.10_1,int,1.268866634,1.438333375,NA,1.228868778,1.139397749
103FCA168_7.24.13_1,int,0.831282198,NA,0.940243841,0.783206898,0.770395856
103PS0217_9.10.13_1,int,1.215861382,1.748396325,0.888366668,1.010821152,NA
103RDCBCC_7.21.11_1,int,1.099258332,1.139397749,1.136653029,NA,1.021724218
105PS0028_8.12.08_1,int,1.117676093,1.106534229,NA,1.407954227,0.838539824
105PS0028_8.26.08_1,int,0.93233866,NA,1.312222581,0.81850509,0.666288308
105PS0067_8.24.09_1,int,0.979423382,1.611865491,0.55365856,0.772746094,NA
105PS0067_8.24.09_2,int,1.240399635,1.137404475,0.8339498,NA,1.749844629
105PS0067_9.15.09_1,int,1.017507532,1.436838232,NA,1.344641189,0.271043175
105PS0069_8.18.09_1,int,0.953471801,NA,1.300066413,0.875552674,0.684796316
105PS0092_8.11.08_1,int,1.096749465,1.345162072,0.762851128,1.182235194,NA
105PS0107_9.14.09_1,int,1.095105158,1.135833356,1.047622667,NA,1.101859451
105PS0129_8.11.10_1,int,1.366693814,1.434853499,NA,1.567503081,1.097724861
105PS0129_8.11.10_2,int,1.086805606,NA,0.906510475,0.941513943,1.412392402
105PS0149_8.29.12_1,int,1.008770412,1.748073865,0.53113013,0.747107242,NA
105PS0211_8.20.13_1,int,1.136764427,1.138386403,1.088857782,NA,1.183049094
105PS0211_9.16.13_1,int,1.164011223,1.43573398,NA,1.293990759,0.762308931
105PS0231_8.29.13_1,int,0.797807098,NA,0.882415213,0.630553676,0.880452406
105PS0276_9.1.09_1,int,1.026631721,1.340605267,0.829300532,0.909989363,NA
105PS0276_9.22.09_1,int,0.858389691,1.135812816,1.439356257,NA,0
105PS0540_8.5.10_1,int,0.718239851,1.436479702,NA,NA,0
105PS1148_9.18.12_1,int,0.874922315,NA,1.749844629,NA,0
105PS1404_8.28.13_1,int,1.010481946,1.611606041,0.480441162,0.939398635,NA
105PS1404_8.28.13_2,int,1.048236274,0.963255971,0.715500711,NA,1.465952139
106FCA036_7.15.13_1,int,1.140749909,1.322170743,NA,1.228868778,0.871210207
106HLCACC_9.23.13_1,int,0.826973045,NA,1.035490992,0.720349689,0.725078452
106PS0022_9.30.08_1,int,1.152977919,1.747190841,0.733886003,0.977856913,NA
106PS0051_9.16.08_1,int,1.089628799,1.052493272,1.21737389,NA,0.999019235
106PS0051_9.16.08_2,int,1.410058148,1.434877568,NA,1.749844629,1.045452248
106PS0106_9.8.09_1,int,1.154006673,NA,1.171558352,0.969783058,1.32067861
106PS0106_9.8.09_2,int,1.442866212,1.749844629,1.139397749,1.439356257,NA
106PS0122_9.20.10_1,int,0.965442222,0.962643479,1.231247788,NA,0.7024354
106PS0142_7.19.10_1,int,1.133902109,1.219939958,NA,1.320805693,0.860960675
106PS0206_10.3.12_1,int,1.146493875,NA,1.110686112,0.889439257,1.439356257
106PTCAHC_9.2.08_1,int,1.150988493,1.613490437,0.700093358,1.139381684,NA
107GWCAPC_9.15.10_1,int,1.232916269,1.135495911,1.439356257,NA,1.12389664
107RWCBHW_8.3.11_1,int,1.321580271,1.333325203,NA,1.547242909,1.084172702
107RWCBHW_8.3.11_2,int,0.89664795,NA,0.645843554,0.923524506,1.12057579
108PS0197_8.16.12_1,int,1.439563974,1.7397302,1.139397749,NA,NA
110PS0114_7.21.10_1,int,1.179401246,1.049096207,0.86027182,NA,1.62883571
110SMCATH_7.27.11_1,int,1.198530877,1.437821915,NA,1.344641189,0.813129526
111CE0569_10.11.10_1,int,1.056078038,NA,0.966359995,0.9095972,1.292276919
111FCA207_7.23.13_1,int,1.08101841,1.610302485,0.748904957,0.883847788,NA
111PS0008_9.29.08_1,int,1.115850128,1.135096584,0.963679755,NA,1.248774044
111PS0008_9.9.08_1,int,0.907091564,1.21291854,NA,1.020478437,0.487877716
111PS0008_9.9.08_2,int,1.038179424,NA,1.051912915,0.893748886,1.168876471
111PS0013_8.19.08_1,int,1.053107204,1.609122481,0.584486939,0.965712194,NA
111PS0095_8.27.09_1,int,1.067513507,1.13874795,0.93989593,NA,1.12389664
111PS0095_8.27.09_2,int,1.284452656,1.437111734,NA,1.418314542,0.997931692
111PS0121_7.20.10_1,int,0.757202945,NA,0.471527595,0.826949634,0.973131607
111PS0159_7.14.11_1,int,0.793337314,1.210150957,0.480441162,0.689419824,NA
111PS0169_7.25.11_1,int,1.087993315,0.962328,0.963679755,NA,1.33797219
111PS0169_7.25.11_2,int,1.076885759,1.106426628,NA,1.243340329,0.88089032
111PS0178_8.14.12_1,int,0.834467225,NA,0.869843772,0.829666574,0.803891328
111PS0237_9.12.13_1,int,1.322659757,1.748851282,0.910195458,1.308932529,NA
112PS0157_7.12.11_1,int,0.96391903,0.97034869,0.738359307,NA,1.183049094
113GAR011_8.22.11_1,int,1.189499961,1.225803245,NA,1.307804513,1.034892125
113GAR011_9.1.10_1,int,0.893515327,NA,0.912326572,0.811865932,0.956353476
113GAR015_8.23.11_1,int,0.817699962,1.212326403,0.401366371,0.83940711,NA
113GAR015_8.31.10_1,int,1.101075366,1.051097384,0.646562088,NA,1.605566628
113GAR015_9.9.13_1,int,1.216031012,1.327424151,NA,1.263600501,1.057068384
113GAR023_7.22.14_1,int,0.874922315,NA,1.749844629,NA,0
113GAR023_8.5.13_1,int,1.19643989,1.749844629,0.700093358,1.139381684,NA
113GAR030_8.26.09_1,int,1.045242247,0.96426254,0.750445461,NA,1.42101874
113GAR030_8.26.09_2,int,1.091139796,1.216609202,NA,1.142039469,0.914770717
113GAR030_8.28.12_1,int,0.85168679,NA,0.705198451,0.756396834,1.093465085
113GAR042_9.10.13_1,int,0.849278454,1.213403405,0.412273239,0.922158717,NA
113GAR062_6.30.09_1,int,1.063323759,1.051222691,0.640219734,NA,1.498528853
113GAR062_8.27.12_1,int,0.919671171,0.778178971,NA,1.066063824,0.914770717
113GAR087_6.29.10_1,int,0.893484481,NA,0.593272074,0.913244828,1.173936542
113GAR087_8.6.13_1,int,1.022029292,1.614448287,0.612232479,0.83940711,NA
113GAR087_9.11.12_1,int,1.070727432,1.051235472,0.662417971,NA,1.498528853
113GAR087_9.11.12_2,int,1.04669954,1.110066507,NA,1.333063948,0.696968166
113GAR089_6.14.10_1,int,0.803242117,NA,0.737843644,0.644688233,1.027194474
113GAR089_6.20.11_1,int,0.948279888,1.339527958,0.637335587,0.867976117,NA
113GAR089_8.5.09_1,int,0.857865,1.134238742,1.439356257,NA,0
113GAR105_6.14.10_1,int,0.988050636,1.212176512,NA,1.115613158,0.636362238
113GAR105_6.20.11_1,int,0.944678068,NA,0.76851034,0.851566758,1.213957106
113GAR105_8.4.09_1,int,1.440226365,1.74105498,1.139397749,NA,NA
113GAR112_6.15.10_1,int,0.876560388,0.958997432,0.699415032,NA,0.971268701
113GAR112_7.22.14_1,int,0.71779025,1.435580499,NA,NA,0
113GAR112_8.22.11_1,int,0.962798901,NA,0.684580434,0.764460011,1.439356257
113GAR112_8.4.09_1,int,0.861080995,1.339701594,0.321382675,0.922158717,NA
113GAR112_8.4.09_2,int,0.927924213,0.784997792,0.710976614,NA,1.287798233
113GAR112_8.7.13_1,int,0.929675309,1.217154103,NA,0.939437749,0.632434076
113GAR118_7.26.10_1,int,1.053571008,NA,1.438459711,0.774073799,0.948179515
113GAR118_9.10.12_1,int,1.04406377,1.611170354,0.899777172,0.621243784,NA
113GAR178_6.21.11_1,int,1.201848561,1.139397749,1.21737389,NA,1.248774044
113GAR178_7.23.14_1,int,0.719678128,1.439356257,NA,NA,0
113GAR178_8.31.10_1,int,1.157825887,NA,1.323738951,1.014418503,1.135320208
113GAR178_9.9.13_1,int,1.190671901,1.744361167,0.861942344,0.965712194,NA
113GAR178_9.9.13_2,int,1.060554372,1.048488732,0.884400338,NA,1.248774044
113GAR244_6.28.10_1,int,1.277880473,1.43165958,NA,1.263600501,1.138381337
113PS0012_9.9.08_1,int,0.83173281,NA,0.966359995,0.832997017,0.695841418
113PS0012_9.9.08_2,int,0.781894867,1.335858396,0.222588584,0.787237619,NA
113PS0076_8.2.12_1,int,0.894671954,0.967076022,0.646562088,NA,1.070377752
113PS0076_8.22.12_1,int,1.161390785,1.326129375,NA,1.263600501,0.894442479
113PS0120_9.14.10_1,int,0.992670995,NA,0.882415213,0.884975712,1.210622059
113PS0168_7.6.11_1,int,1.019519441,1.47237213,0.506799425,1.079386769,NA
113PS0216_9.3.13_1,int,1.02498237,0.956363859,0.738359307,NA,1.380223943
113PS0232_9.4.13_1,int,1.232525035,1.428799334,NA,1.307804513,0.960971259
113PS0232_9.4.13_2,int,1.012231833,NA,1.136510699,0.77960901,1.12057579
113PS0268_6.11.14_1,int,1.192819868,1.734780216,0.795594312,1.048085074,NA
114AU7778_6.21.10_1,int,1.214616891,1.042250171,0.851755873,NA,1.749844629
114FCA199_8.1.13_1,int,1.133654209,1.324232599,NA,1.263600501,0.813129526
114GV3469_7.5.11_1,int,0.874922315,NA,1.749844629,NA,0
114GV5331_7.6.11_1,int,1.441708114,1.74401848,1.139397749,NA,NA
114MA2364_7.6.10_1,int,1.053137606,0.873588589,0.662417971,NA,1.623406257
114MRCURX_6.24.08_1,int,1.219343531,1.42931621,NA,1.274171026,0.954543357
114PS0088_8.19.09_1,int,0.919335986,NA,0.805310376,0.822783659,1.129913922
114PS0209_6.10.13_1,int,1.181281971,1.735514645,0.511820047,1.296511222,NA
114PS0229_6.4.13_1,int,0.962500224,0.870680063,0.687480496,NA,1.329340111
114WER118_8.20.08_1,int,1.206549369,1.429243305,NA,1.312224914,0.878179889
115SALG01_6.30.10_1,int,0.964236744,NA,0.99084389,0.84257204,1.059294302
115SC6093_7.7.11_1,int,0.655670125,1.066797348,0.260788966,0.639424061,NA
115SC6093_7.7.11_2,int,0.719726702,0.694486556,0.32944442,NA,1.135249131
201LAG190_10.6.08_1,int,1.00007449,1.319963461,NA,1.106286225,0.573973783
201LAG380_7.14.09_1,int,0.837649914,NA,1.171558352,0.460938985,0.880452406
201RDW080_4.29.09_1,int,0.792391311,1.079231763,0.540346306,0.757595863,NA
201RDW080_5.7.08_1,int,0.825808926,0.9623275,0.8339498,NA,0.681149479
201RDW080_6.2.10_1,int,1.209129327,1.431790534,NA,1.086784455,1.108812991
201RDW080_6.23.08_1,int,0.79162989,NA,0.593272074,0.460938985,1.32067861
201RDW080_6.3.09_1,int,0.839407692,1.338253219,0.407223763,0.772746094,NA
201RDW080_6.3.09_2,int,1.042186673,0.9587317,1.231247788,NA,0.936580533
201RDW080_8.11.09_1,int,1.186938393,1.321459247,NA,1.263600501,0.975755432
201RDW080_8.12.08_1,int,0.765730935,NA,0.684580434,0.639480765,0.973131607
202LAH950_6.13.12_1,int,1.441927976,1.744458203,1.139397749,NA,NA
202MIC150_5.7.14_1,int,0.679246563,0.69919489,0.430345496,NA,0.908199305
202PES162_4.27.09_1,int,1.183600887,1.324590489,NA,1.142039469,1.084172702
202PES162_5.1.08_1,int,0.740345713,NA,0.940243841,0.664476614,0.616316685
202PES162_6.16.09_1,int,0.802643989,1.212076739,0.292167851,0.903687376,NA
202PES162_6.18.08_1,int,0.767380494,0.876572864,0.551426787,NA,0.874141831
202PES162_6.7.10_1,int,1.175632744,1.213471269,NA,1.174029214,1.139397749
202PES162_8.17.09_1,int,0.798332549,NA,0.737843644,0.694159185,0.96299482
202PES162_9.10.08_1,int,0.810066572,1.20141826,0.456035362,0.772746094,NA
202PES162_9.10.08_2,int,0.897426449,0.867413807,0.576091495,NA,1.248774044
202PS0246_6.5.13_1,int,1.130024673,1.319917504,NA,1.115613158,0.954543357
202R00248_5.23.13_1,int,0.587143217,NA,0.231843151,0.605111472,0.924475027
202R00248_5.23.13_2,int,0.747007401,1.074458171,0.239359484,0.927204546,NA
202TUN600_5.12.14_1,int,0.823273833,0.790240554,0.670955754,NA,1.008625189
203R00983_6.6.13_1,int,0.832702044,0.892174435,NA,1.020478437,0.585453259
204ALA320_6.17.13_1,int,0.623924414,NA,0.765195022,0.690148027,0.416430192
204ALA382_6.11.13_1,int,0.967166287,1.352890818,0.55365856,0.994949482,NA
204ALA396_6.24.13_1,int,0.825458702,0.609413923,0.449434889,NA,1.417527293
204ALA410_5.8.13_1,int,0.94163805,0.994008229,NA,1.044006379,0.786899542
204ALA525_5.22.12_1,int,0.994632744,NA,1.051912915,0.97563184,0.956353476
204IND200_5.20.08_1,int,1.04155808,1.735161059,0.700093358,0.689419824,NA
204IND200_5.20.08_2,int,0.905301641,0.958156396,0.655889078,NA,1.101859451
204IND200_6.16.08_1,int,1.032069168,1.430858487,NA,0.968380852,0.696968166
204R00590_5.8.13_1,int,0.97597558,NA,1.171558352,0.54574633,1.210622059
204R00647_6.18.12_1,int,0.900199369,1.602909671,0.364154705,0.733533732,NA
204R00751_6.5.13_1,int,0.915252673,0.870259345,0.805120921,NA,1.070377752
204R00751_6.5.13_2,int,0.757907577,0.989221473,NA,0.627742795,0.656758464
204SLE150_5.9.13_1,int,0.439536223,NA,0.100657838,0.875552674,0.342398158
205COY140_6.17.09_1,int,0.961767947,1.607066471,0.53113013,0.747107242,NA
205GCAxxx_7.15.10_1,int,1.007660133,1.044859982,0.655889078,NA,1.322231341
205GCAxxx_7.15.10_2,int,0.938627462,1.206648399,NA,0.891766756,0.717467229
205PS0234_5.22.13_1,int,0.625480467,NA,0.29256321,0.47450816,1.109370032
205R00110_6.18.12_1,int,0.536360557,0.533600173,0.328374257,0.747107242,NA
205R00374_6.3.13_1,int,1.039419942,0.954919437,0.86027182,NA,1.303068568
205STE110_7.13.09_1,int,1.009018493,1.207408072,NA,1.142039469,0.677607939
206NAP700_6.21.12_1,int,1.031466533,NA,0.916432053,0.999715062,1.178252485
206PIN610_6.3.13_1,int,0.579958376,0.528659666,0.180915441,1.030300021,NA
206PIN825_5.22.13_1,int,0.340588805,0.522256797,0,NA,0.499509618
206R00407_4.24.14_1,int,0.937212254,1.211701437,NA,0.990088179,0.609847145
206RIC100_5.11.09_1,int,1.04621175,NA,0.786034167,0.913244828,1.439356257
206RIC100_5.2.08_1,int,1.02674704,1.610405562,0.480441162,0.989394397,NA
206RIC100_6.1.10_1,int,0.859584669,1.139397749,1.439356257,NA,0
206RIC100_6.17.09_1,int,0.975137657,0.891273067,NA,0.908268254,1.125871652
206RIC100_6.19.08_1,int,0.802640252,NA,0.29256321,0.759460841,1.355896706
206RIC100_8.12.09_1,int,1.076037385,1.619869375,0.459184498,1.149058283,NA
206RIC100_8.14.08_1,int,1.101715915,1.048272802,0.507030314,NA,1.749844629
206RIC100_8.2.11_1,int,1.160670807,1.324241704,NA,1.344641189,0.813129526
206SON160_9.6.11_1,int,0.675158946,NA,0.559255235,0.650508345,0.815713259
206SON300_7.14.09_1,int,0.812332343,1.339308593,0.364154705,0.733533732,NA
206SON300_8.10.11_1,int,0.930375186,1.044966393,0.56311007,NA,1.183049094
207MTD117_4.22.09_1,int,1.098003394,1.099402273,NA,1.055210161,1.139397749
207MTD117_5.24.10_1,int,1.19849912,NA,1.412510967,0.743630137,1.439356257
207MTD117_5.6.08_1,int,1.008813713,1.74047197,0.846528155,0.439441013,NA
207R00271_4.29.13_1,int,0.542855116,0.434585051,0.32944442,NA,0.864535877
207SUI070_6.13.13_1,int,0.716415812,1.432831625,NA,NA,0
207SUL200_5.28.14_1,int,0.664989121,NA,0.457928478,0.684686024,0.852352862
207WAL475_6.12.12_1,int,0.932125082,1.209882909,0.480441162,1.106051176,NA
207WHC634_5.29.13_1,int,0.91936198,0.961866685,0.725841504,NA,1.070377752
207WHC634_5.29.13_2,int,0.861305239,0.994246613,NA,1.020478437,0.569190669
304APS_7.6.11_1,int,0.683220555,NA,0.574617678,0.679796651,0.795247335
304PS0018_6.4.08_1,int,1.114390529,1.335253178,0.928531641,1.079386769,NA
304PS0194_6.18.12_1,int,0.893234181,0.957185683,0.373840893,NA,1.348675968
304PS0253_5.22.14_1,int,1.041110749,1.209228124,NA,1.263600501,0.650503621
304PS0253_6.5.14_1,int,0.929434388,NA,0.864343767,0.768365612,1.155593783
304SPC236_6.28.10_1,int,1.055360487,1.46808725,0.775835494,0.922158717,NA
305CLCSBR_6.11.08_1,int,0.98129051,1.12988306,1.439356257,NA,0.374632213
307PS0028_6.3.08_1,int,0.952557476,0.991567098,NA,1.180027292,0.686078038
307PS0044_6.8.09_1,int,0.865205388,NA,0.869843772,0.519935399,1.205836991
308BGC_5.28.14_1,int,1.258650283,1.742558083,0.744023797,1.28936897,NA
308BGC_6.14.11_1,int,1.077664254,1.134533932,1.161878298,NA,0.936580533
308BGC_8.11.11_1,int,1.409553166,1.433362619,NA,1.749844629,1.045452248
308LIM_6.4.14_1,int,1.031811168,NA,0.850288198,0.875552674,1.369592632
308LIM_6.4.14_2,int,1.029023242,1.467417133,0.594054367,1.025598225,NA
308PS0204_5.21.13_1,int,1.112617256,1.04283578,1.254370951,NA,1.040645037
309ANT_5.24.12_1,int,0.714683989,1.429367978,NA,NA,0
309CLCBVC_7.15.08_1,int,0.874922315,NA,1.749844629,NA,0
309LAS1MI_6.13.12_1,int,0.934695709,1.337337736,0.410339397,1.056409993,NA
309LOR_5.29.12_1,int,0.390055206,0.34676607,0.373840893,NA,0.449558656
309PS0040_6.3.08_1,int,0.819176013,0.997469581,NA,0.874605199,0.585453259
309PS0043_6.10.09_1,int,1.047689352,NA,1.243844136,0.743630137,1.155593783
309PS0043_7.8.09_1,int,1.172179642,1.742866645,0.762851128,1.010821152,NA
309SAP_5.23.12_1,int,0.839080288,0.697258908,0.963679755,NA,0.856302202
309SARANF_8.26.08_1,int,1.032338675,1.101482264,NA,1.228868778,0.766664982
309SDCMCC_7.14.08_1,int,0.874922315,NA,1.749844629,NA,0
309SEC_7.2.12_1,int,0.89572207,1.335497838,0.44167901,0.909989363,NA
309SED071_4.3.12_1,int,1.062372729,1.044384098,0.980082393,NA,1.162651696
309SED071_5.3.12_1,int,1.053778903,1.319329258,NA,1.209573376,0.632434076
309SED071_6.13.12_1,int,1.019727177,NA,1.127074792,0.865404787,1.066701954
309SED071_7.24.12_1,int,1.00087374,1.4691645,0.562810735,0.970645986,NA
309SED071_8.30.12_1,int,0.874700621,0.875450258,0.678273854,NA,1.070377752
310AGS_5.29.14_1,int,0.864858994,1.216253084,NA,0.627742795,0.750581101
310OLD_6.15.10_1,int,0.697919984,NA,0.786034167,0.574015445,0.733710339
310SSU_6.15.11_1,int,1.205811962,1.612746342,0.723214641,1.281474903,NA
310SSU_8.11.11_1,int,0.968604324,1.050127263,0.715500711,NA,1.140184997
312CAV_4.19.13_1,int,0.697485547,0.664596647,NA,0.777356373,0.650503621
312SIV_5.3.13_1,int,0.643151423,NA,0.940243841,0.460938985,0.528271444
