,Type,Score,prop.spp.Salinity.BF,prop.spp.HighMotility,prop.ind.most.tol,prop.spp.BCG3
515PS0106_9.24.08_1,str,0.812547496,NA,1.075177306,0.677668868,0.684796316
515PS0106_9.24.08_2,str,0.798036114,0.806920223,0.420536018,1.166652099,NA
515PS0410_9.7.11_1,str,1.134664742,0.958626332,0.884400338,NA,1.560967555
515PS0490_6.14.12_1,str,0.707249162,0.33211191,NA,1.076583529,0.713052046
515PS0622_6.10.13_1,str,0.943694695,NA,1.21011077,0.901937182,0.719036132
516PS0014_8.11.08_1,str,0.976543486,1.47903076,0.364154705,1.086444994,NA
516PS0543_8.7.13_1,str,0.910971121,0.877256691,1.009712965,NA,0.845943707
517FCA222_7.10.13_1,str,1.120917224,1.327086518,NA,1.385161533,0.650503621
517PS0078_9.19.11_1,str,1.442866212,NA,1.749844629,1.139397749,1.439356257
519CR0912_7.17.13_1,str,1.102891991,1.613487712,0.46511659,1.230071671,NA
519MNRASR_7.9.08_1,str,0.570071362,0.176789882,0.687480496,NA,0.845943707
519PS0002_6.26.08_1,str,0.948068824,0.99771184,NA,0.908268254,0.938226377
519PS0002_7.17.08_1,str,0.335057042,NA,0.400509982,0.347862524,0.256798619
519PS0002_7.22.09_1,str,0.4758112,1.078893974,0,0.348539627,NA
519PS0002_8.5.10_1,str,0.775742859,0.78985194,0.655889078,NA,0.88148756
519PS0134_7.7.08_1,str,0.713603192,0.442397058,NA,1.274171026,0.424241492
519PS0194_9.10.09_1,str,0.472675936,NA,0.829843733,0.167968155,0.420215921
519PS0253_7.23.09_1,str,0.647674098,0.81425721,0.260788966,0.867976117,NA
519PS0253_7.23.09_2,str,0.859069284,1.137851596,1.439356257,NA,0
519PS0290_7.28.10_1,str,0.938413422,0.769719232,NA,1.372586254,0.672934781
519PS0305_7.21.10_1,str,0.793114728,NA,0.940243841,0.822783659,0.616316685
519PS0322_7.8.10_1,str,0.814001915,0.945123394,0.496513274,1.000369077,NA
519PS0340_6.26.12_1,str,0.547832124,0.440732757,0.394733351,NA,0.808030264
519PS0390_7.28.10_1,str,0.819337262,1.213310133,NA,0.838136889,0.406564763
519PS0402_9.28.10_1,str,0.722713298,NA,0.850288198,0.770014644,0.547837053
519PS0402_9.28.10_2,str,0.907034546,0.804301096,0.738293739,1.178508802,NA
519PS0449_9.6.11_1,str,0.689609856,0.53080806,0.650734688,NA,0.887286821
519PS0449_9.6.11_2,str,0.724237679,0.670548896,NA,1.00177674,0.500387401
519PS0450_7.18.11_1,str,0.907290191,NA,1.030199484,0.664476614,1.027194474
519PS0514_6.26.12_1,str,0.589798638,0.677286933,0.319362885,0.772746094,NA
519PS0514_7.30.12_1,str,0.706612695,0.350868929,0.676291869,NA,1.092677289
519PS0534_6.25.12_1,str,0.546422368,0.110697527,NA,0.931168291,0.597401285
519PS0561_6.27.12_1,str,0.174747346,NA,0.304128936,0,0.220113102
519PS0561_6.27.12_2,str,0.52957525,1.205493267,0.328374257,0.054858226,NA
519PS0578_5.29.13_1,str,0.692283218,0.522932076,0.523678991,NA,1.030238586
519PS0578_5.29.13_2,str,0.513888303,0,NA,1.121080671,0.420584238
519PS0646_5.27.14_1,str,0.765680083,NA,0.786034167,0.630553676,0.880452406
519SCRAMR_7.9.08_1,str,0.746399205,0.809491435,0.443141732,0.986564448,NA
519SCRAMR_9.22.08_1,str,0.672842668,0.262743362,0.706814444,NA,1.048970197
520CR1010_7.15.13_1,str,1.158749554,1.214694618,NA,1.41060454,0.850949504
520FC1087_6.24.14_1,str,0.921929512,NA,0.737843644,0.927379385,1.100565508
520FC1108_6.24.14_1,str,1.439327667,1.739257584,1.139397749,NA,NA
520PS0007_6.26.08_1,str,0.957152143,0.783150066,0.655889078,NA,1.432417286
520PS0007_7.8.08_1,str,0.718834524,1.437669049,NA,NA,0
520PS0054_6.30.08_1,str,0.806860803,NA,0.760332555,0.770014644,0.890235211
520PS0071_7.31.08_1,str,0.937900647,1.346324112,0.300725729,1.166652099,NA
520PS0202_6.18.09_1,str,0.423226465,0.173637419,0.440435603,NA,0.655606373
521FCA170_8.13.13_1,str,1.147343581,1.325052637,NA,1.385161533,0.731816574
526PS0472_9.1.09_1,str,0.827310836,NA,0.76851034,0.77960901,0.933813158
526PS0756_8.3.10_1,str,1.444621189,1.749844629,1.139397749,NA,NA
526PS1496_8.19.14_1,str,0.85912892,1.138030503,1.439356257,NA,0
531CR1047_6.9.14_1,str,0.717694139,1.435388278,NA,NA,0
531PS0169_6.11.09_1,str,0.693265396,NA,0.475473018,0.919526853,0.684796316
531PS0169_7.6.09_1,str,0.660753433,0.674213513,0.348649844,0.95939694,NA
531PS0365_9.16.10_1,str,0.772435918,0.612985351,0.682598186,NA,1.021724218
531PS0365_9.16.10_2,str,0.974744199,0.883900911,NA,1.26999845,0.770333236
531PS0381_7.12.10_1,str,0.728594424,NA,0.440196295,0.929873719,0.815713259
531PS0429_6.20.11_1,str,0.642353393,0.673470103,0.445759236,0.807830839,NA
531PS0573_6.28.12_1,str,0.720248165,0.437034324,0.627225644,NA,1.096484526
532PS0062_9.8.10_1,str,1.16045152,1.439356257,NA,1.228868778,0.813129526
532PS0062_9.8.10_2,str,1.008040405,NA,1.323738951,0.889439257,0.810943006
535CR0910_6.18.14_1,str,0.745363382,0.542505131,0.825608898,0.867976117,NA
535CR1042_6.19.14_1,str,0.922688691,0.527372061,1.023139318,NA,1.217554693
535CR1051_6.25.14_1,str,0.719149735,1.438299469,NA,NA,0
535PS0191_7.14.09_1,str,0.537138119,NA,0.400509982,0.611707599,0.599196777
535PS0221_7.15.09_1,str,0.622931496,0.408056915,0.546336821,0.914400754,NA
535PS0431_6.22.11_1,str,0.674227133,0.175663865,0.676291869,NA,1.170725666
535PS0477_6.7.12_1,str,0.71882413,1.43764826,NA,NA,0
541CR1006_6.17.14_1,str,0.874922315,NA,1.749844629,NA,0
543R00137_5.15.12_1,str,0.259048845,0,0.260788966,0.51635757,NA
544CR1003_6.4.13_1,str,0.470369852,0.179789438,0.498344047,NA,0.732976069
544CR1040_6.10.14_1,str,0.834018008,0.668446059,NA,1.020478437,0.813129526
544R00025_5.15.12_1,str,0.218109906,NA,0,0.284539706,0.369790011
544R00281_5.14.13_1,str,0.269514722,0.140551097,0,0.667993068,NA
544R00281_5.15.13_1,str,0.858082181,1.134890286,1.439356257,NA,0
551PS0308_7.27.10_1,str,1.367505437,1.437288369,NA,1.567503081,1.097724861
603PS0720_8.19.10_1,str,0.611292591,NA,0.258474756,0.764460011,0.810943006
628PS0715_6.9.10_1,str,0.906317687,1.213641355,0.637335587,0.867976117,NA
628PS0715_6.9.10_2,str,0.682306173,0.528212429,0.805120921,NA,0.713585168
628PS1483_5.22.13_1,str,0.878248015,1.104434395,NA,1.086784455,0.443525196
634PS0131_8.20.13_1,str,0.924164498,NA,0.978796259,0.913244828,0.880452406
635PS0118_9.3.13_1,str,1.132341264,1.48085175,0.792578493,1.123593548,NA
635PS0146_9.3.14_1,str,0.85893964,1.137462664,1.439356257,NA,0
801FC1089_5.20.14_1,str,0.71845587,1.43691174,NA,NA,0
801M12611_7.1.15_1,str,0.874922315,NA,1.749844629,NA,0
801M12617_4.30.15_1,str,1.442927021,1.746456293,1.139397749,NA,NA
801M12625_7.1.15_1,str,0.858840568,1.137165448,1.439356257,NA,0
801M16861_4.15.15_1,str,0.7183734,1.4367468,NA,NA,0
801M16873_4.15.15_1,str,0.874922315,NA,1.749844629,NA,0
801MIC042_6.9.14_1,str,0.517418747,0.940023762,0.612232479,0,NA
801NLC105_6.10.14_1,str,1.151787854,0.961443188,0.995391522,NA,1.498528853
801RB8361_6.12.14_1,str,0.168143505,0.221138484,NA,0.115058337,0.168233695
801S02947_6.16.14_1,str,0.376599773,NA,0.940243841,0.189555479,0
801S03971_6.16.14_1,str,0.366159083,0.802543931,0.295933318,0,NA
801S04078_7.11.12_1,str,0.990127698,0.871924263,1.161878298,NA,0.936580533
801S04471_7.9.12_1,str,1.076790547,1.436356189,NA,1.121080671,0.672934781
801S07485_6.4.13_1,str,0.340495759,NA,0.850288198,0,0.171199079
801S08183_6.3.13_1,str,0.525328582,1.07961426,0.420536018,0.075835469,NA
801S10259_6.7.12_1,str,0.522986935,0.441727643,0.725841504,NA,0.401391657
801S10259_6.7.12_2,str,0.446320541,0.333114552,NA,0.691087254,0.314759817
801S19286_6.4.13_1,str,0.874922315,NA,1.749844629,NA,0
801S19399_6.13.13_1,str,0.440971347,0.811093993,0.511820047,0,NA
801S19486_6.13.13_1,str,0.347826462,0.353269257,0.240651473,NA,0.449558656
801SAR110_6.12.14_1,str,0.146231655,0,NA,0.310306092,0.128388873
801SDC180_6.4.14_1,str,0.391916338,NA,0.616403525,0.189555479,0.369790011
801SDC418_6.2.14_1,str,0.490036478,0.938979303,0.53113013,0,NA
801STW085_6.11.14_1,str,0.859584669,1.139397749,1.439356257,NA,0
801XXX305_6.2.14_1,str,0.097996251,0.113967122,NA,0.078380439,0.101641191
802S33361_6.5.12_1,str,0.85418268,NA,0.940243841,0.759460841,0.862843358
802S33561_6.4.12_1,str,0.971937338,1.478305667,0.55365856,0.883847788,NA
802S37697_7.12.12_1,str,0.354887705,0.527089688,0.32944442,NA,0.208129007
802SJR116_6.12.14_1,str,0.527181593,0.334139954,NA,0.771426567,0.475978259
845PS0011_5.14.08_1,str,0.471466314,NA,0.371800734,0.583638974,0.458959233
845PS0011_5.29.08_1,str,0.321928703,0.137955966,0.09893998,0.728890162,NA
845PS0011_6.23.15_1,str,0.857976261,1.134572526,1.439356257,NA,0
901M14118_4.30.15_1,str,0.71891839,1.437836779,NA,NA,0
901M14124_6.23.15_1,str,0.874922315,NA,1.749844629,NA,0
901PS0057_5.14.08_1,str,0.708139209,0.943184162,0.398071589,0.783161878,NA
901S00531_5.7.09_1,str,0.859584669,1.139397749,1.439356257,NA,0
901S00997_5.14.09_1,str,0.463462697,0.768741049,NA,0.447405001,0.174242041
901S01811_5.7.09_1,str,0.351403686,NA,0.593272074,0.460938985,0
901S02702_6.2.10_1,str,1.444621189,1.749844629,1.139397749,NA,NA
901S06030_4.30.09_1,str,0.308275704,0.35570903,0.228543344,NA,0.340574739
901S06798_5.17.11_1,str,0.843805626,0.780347057,NA,1.385161533,0.365908287
901S06851_5.19.11_1,str,0.874922315,NA,1.749844629,NA,0
901S11685_5.31.12_1,str,0.438698165,0.678758907,0.637335587,0,NA
901S12942_5.30.12_1,str,0.788771265,0.614702413,0.815030849,NA,0.936580533
901S12942_5.30.12_2,str,0.338093983,0.556896589,NA,0,0.457385359
901S39498_5.18.10_1,str,0.425496696,NA,0.700362126,0.347862524,0.228265439
901SJSJC9_5.5.08_1,str,0.707869582,0.946749311,0.429752194,0.747107242,NA
903SLGRD2_5.9.08_1,str,0.225190626,0.176036473,0.257837204,NA,0.241698202
904CBAHC6_5.6.08_1,str,0.547008707,0.445955587,NA,0.916283267,0.278787266
904CBESC8_5.9.08_1,str,0.45258988,NA,0.461843375,0.54574633,0.350179934
904M21713_6.26.15_1,str,1.442900213,1.746402677,1.139397749,NA,NA
904M21720_6.25.15_1,str,0.858837602,1.137156549,1.439356257,NA,0
904PS0034_5.13.08_1,str,0.456955328,0.006321375,NA,0.921019411,0.443525196
904S00537_5.4.09_1,str,0.50521519,NA,0.659997414,0.500080837,0.355567318
904S02201_5.19.10_1,str,0.342707199,0.004695408,0.334006365,0.689419824,NA
904S02201_5.19.10_2,str,0.141409686,0,0.058734216,NA,0.365494842
904S02585_5.19.10_1,str,0.666960803,0.993003205,NA,0.736836029,0.271043175
904S08089_5.20.10_1,str,0.586362714,NA,1.142644038,0.308285763,0.308158342
904S08089_5.20.10_2,str,0.669906194,0.812615427,0.717665533,0.479437622,NA
904S12185_5.24.11_1,str,0.625416081,0.524438776,0.56311007,NA,0.788699396
904WE1125_6.22.15_1,str,0.719678128,1.439356257,NA,NA,0
906LPLPC6_5.7.08_1,str,0.285239253,NA,0.130643052,0.460938985,0.264135722
906LPRSC4_5.7.08_1,str,1.442342523,1.745287297,1.139397749,NA,NA
906M23302_6.23.15_1,str,0.859330048,1.138633887,1.439356257,NA,0
906M23318_4.28.15_1,str,0.71919565,1.4383913,NA,NA,0
906S02246_5.26.10_1,str,0.315630976,NA,0.29256321,0.284539706,0.369790011
907S02774_5.20.10_1,str,0.683530699,1.611151084,0,0.439441013,NA
907SDCHC3_5.8.08_1,str,0.410470949,0.528411968,0.414822253,NA,0.288178626
907SDFRC2_5.5.08_1,str,0.421101939,0.553662618,NA,0.186917075,0.522726124
909SSWR08_5.5.08_1,str,0.268143864,NA,0.032509624,0.49177802,0.280143948
911M24916_4.23.15_1,str,1.444621189,1.749844629,1.139397749,NA,NA
ABAB1_6.19.08_1,str,0.412978462,0.181039442,0.32944442,NA,0.728451526
ACJ01_6.30.14_1,str,0.388838707,0,NA,0.838136889,0.328379232
ALAC2_6.17.07_1,str,0.573693866,NA,0.864343767,0.471539903,0.385197928
ALWC1_6.18.07_1,str,0.351022639,0.272964412,0.340662492,0.439441013,NA
CBAH1_10.9.07_1,str,0.262225875,0,0.531246572,NA,0.255431054
CBAH1_11.6.08_1,str,0.524733737,0.33386517,NA,1.161646087,0.078689954
CBAH1_6.16.08_1,str,0.279297945,NA,0,0.427016047,0.41087779
CBAH1_6.28.07_1,str,0.524786605,0.674146787,0.260788966,0.639424061,NA
CBES1_6.10.07_1,str,0.282253372,0.436973671,0.212611595,NA,0.197174849
CBLA1_10.7.07_1,str,0.426080573,0,NA,0.939437749,0.338803969
CBLA1_11.6.08_1,str,0.304237601,NA,0.055331351,0.642387259,0.214994192
CBLA1_6.10.07_1,str,0.342715308,0.409590904,0.222588584,0.395966437,NA
CBLA1_6.4.08_1,str,0.048029771,0,0,NA,0.144089313
CLSD1_7.4.07_1,str,0.394166096,0.553813038,NA,0.347217337,0.281467913
DGKC1_6.4.08_1,str,0.274438058,NA,0.052294589,0.373395918,0.397623667
FCFC1_6.19.08_1,str,0.532828877,1.085126937,0.407223763,0.106135931,NA
GSAT1_7.3.07_1,str,0.436255475,0.701794756,0.107462052,NA,0.499509618
LADC1_6.28.07_1,str,0.432962593,0.335374301,NA,0.891766756,0.071746723
LALA1_6.27.07_1,str,0.874922315,NA,1.749844629,NA,0
LALK1_6.27.07_1,str,0.787504031,1.342638393,0.480441162,0.539432537,NA
MALV1_7.2.07_1,str,0.101517885,0.179676251,0,NA,0.124877404
MAMC2_6.13.08_1,str,0.609042901,1.001907568,NA,0.360575692,0.464645444
MAMC2_7.2.07_1,str,0.653673086,NA,0.512954536,0.677668868,0.770395856
MAMD1_6.13.08_1,str,0.873606346,1.481284668,0.700093358,0.439441013,NA
MAMD1_7.1.07_1,str,0.600439432,0.528399524,0.773409155,NA,0.499509618
MCMC1_6.18.08_1,str,0.605483114,0.994267206,NA,0.248208352,0.573973783
SACJ1_6.19.08_1,str,0.604187132,NA,0.633153887,0.648100023,0.531307487
SASA1_6.20.08_1,str,1.037702731,1.35246666,1.139397749,0.621243784,NA
SASN1_6.20.08_1,str,0.313399319,0.263844476,0.05196646,NA,0.624387022
SC-MB_6.17.14_1,str,0.856995855,1.326285911,NA,0.838136889,0.406564763
SCSC2_6.20.07_1,str,0.874922315,NA,1.749844629,NA,0
SDBC1_6.6.07_1,str,0.358616095,0.137653928,0.303647931,0.634546426,NA
SDBG1_7.5.07_1,str,0.242081985,0.003118427,0.200384904,NA,0.522742623
SDSD1_6.12.07_1,str,0.340279733,0.443190234,NA,0.577648964,0
SDSD3_10.8.07_1,str,0.455239156,NA,0.616403525,0.379523933,0.369790011
SDSD3_11.6.08_1,str,0.402591547,0.143970502,0.524371601,0.539432537,NA
SDSD3_6.2.08_1,str,0.175061765,0.175903417,0.170885586,NA,0.178396292
SDSD3_6.6.07_1,str,0.217969606,0.220294706,NA,0.230331729,0.203282382
SDSR1_6.13.08_1,str,0.42477472,NA,0.593272074,0.460938985,0.220113102
SGCC1_6.20.07_1,str,1.441465953,1.743534156,1.139397749,NA,NA
SGCR1_6.21.07_1,str,0.234537805,0.703613416,0,NA,0
SGLT506_6.7.10_1,str,0.718284803,1.436569606,NA,NA,0
SGLT506_7.6.12_1,str,0.451895975,NA,0.165843087,0.519935399,0.66990944
SGWC1_10.5.07_1,str,0.43041513,0.547891501,0.226996321,0.51635757,NA
SGWC1_11.2.08_1,str,0.356569768,0.352557489,0.166222091,NA,0.550929725
SGWC1_6.20.07_1,str,0.512417719,0.773049927,NA,0.154356084,0.609847145
SGWC1_6.9.08_1,str,0.475793609,NA,0.786034167,0.347862524,0.293484135
SGWC2_6.26.07_1,str,0.335251755,0.128763873,0.187571568,0.689419824,NA
SJOS1_6.11.07_1,str,0.202600827,0.258520602,0.170885586,NA,0.178396292
SJTC1_6.10.07_1,str,0.416790052,0.441643193,NA,0.808726962,0
SJTC3_10.8.07_1,str,0.605524018,NA,0.605843515,0.674800987,0.535927552
SJTC3_11.7.08_1,str,0.60417154,0.409589607,0.410339397,0.992585616,NA
SJTC3_6.10.07_1,str,0.427900629,0.260521493,0.606922379,NA,0.416258015
SJTC3_6.13.08_1,str,0.513989064,0.226820025,NA,0.814759768,0.500387401
SLGD1_6.18.08_1,str,0.355556083,NA,0.358343274,0.323127048,0.385197928
SLSL4_6.28.07_1,str,0.290475301,0.275748134,0,0.59567777,NA
SMC00036_6.15.15_1,str,0.858657539,1.136616359,1.439356257,NA,0
SMC00153_6.8.09_1,str,0.71714703,1.43429406,NA,NA,0
SMC00153_6.8.09_2,str,0.874922315,NA,1.749844629,NA,0
SMC00198_5.20.09_1,str,0.888832741,1.214858634,0.612232479,0.83940711,NA
SMC00198_7.9.14_1,str,0.223831437,0.090546982,0.19070544,NA,0.390241889
SMC00198_7.9.14_2,str,0.545637688,0.330608609,NA,0.94932076,0.356983695
SMC00206_5.18.09_1,str,0.569145795,NA,0.341843258,0.829666574,0.535927552
SMC00206_6.16.15_1,str,1.444621189,1.749844629,1.139397749,NA,NA
SMC00206_6.5.14_1,str,0.723965017,0.351913094,0.963679755,NA,0.856302202
SMC00288_6.4.14_1,str,0.741090638,0.888807749,NA,0.916283267,0.418180899
SMC00318_6.15.10_1,str,0.379974079,NA,0.559255235,0.580667002,0
SMC00345_7.19.11_1,str,0.378673643,0,0.132991325,1.003029605,NA
SMC00345_7.19.11_2,str,0.859584669,1.139397749,1.439356257,NA,0
SMC00375_6.8.10_1,str,0.634814577,0.998820552,NA,0.481381687,0.424241492
SMC00382_6.23.09_1,str,0.106732844,NA,0.130643052,0.189555479,0
SMC00436_5.26.09_1,str,0.716359619,0.941695526,0.680993167,0.526390164,NA
SMC00446_7.1.10_1,str,0.084597006,0,0.026741191,NA,0.227049826
SMC00473_6.3.09_1,str,0.662163095,0.443391008,NA,1.305109146,0.23798913
SMC00479_7.13.11_1,str,0.874922315,NA,1.749844629,NA,0
SMC00479_7.13.11_2,str,1.442436934,1.745476119,1.139397749,NA,NA
SMC00531_5.18.09_1,str,0.858154272,1.135106559,1.439356257,NA,0
SMC00608_6.27.11_1,str,0.411351012,0.885568954,NA,0,0.348484083
SMC00632_6.13.11_1,str,0.350688638,NA,0,0.49177802,0.560287895
SMC00632_6.13.11_2,str,0.365089031,0.405847269,0,0.689419824,NA
SMC00670_5.21.09_1,str,0.602701229,0.784930762,0.682598186,NA,0.340574739
SMC00670_6.23.15_1,str,0.718273191,1.436546383,NA,NA,0
SMC00684_6.27.11_1,str,0.844864205,NA,1.150140342,0.699655957,0.684796316
SMC00686_6.27.11_1,str,1.442762388,1.746127026,1.139397749,NA,NA
SMC00702_7.19.11_1,str,0.516473237,0.612946044,0.468183399,NA,0.468290267
SMC00710_5.20.09_1,str,0.717819007,1.435638014,NA,NA,0
SMC00729_6.3.09_1,str,0.874922315,NA,1.749844629,NA,0
SMC00748_6.21.11_1,str,0.688047097,1.078221241,0.260788966,0.725131082,NA
SMC00766_7.11.11_1,str,0.368382821,0.000732968,0.464799522,NA,0.639615974
SMC00766_7.11.11_2,str,0.456692747,0,NA,0.891766756,0.478311486
SMC00830_6.21.11_1,str,0.416360748,NA,0.083019477,0.440984315,0.725078452
SMC00836_6.24.15_1,str,1.441436118,1.743474488,1.139397749,NA,NA
SMC00857_7.13.11_1,str,0.486659692,0.353537222,0.507030314,NA,0.599411541
SMC00873_4.23.15_1,str,0.718178313,1.436356626,NA,NA,0
SMC00873_5.19.09_1,str,0.748986426,NA,1.127074792,0.408749849,0.711134636
SMC00873_6.10.14_1,str,0.69682167,0.938799994,0.612232479,0.539432537,NA
SMC00899_7.12.11_1,str,0.204745991,0.614237973,0,NA,0
SMC00910_4.30.09_1,str,0.602370151,0.777324978,NA,0.939437749,0.090347725
SMC00921_6.2.10_1,str,0.665103816,NA,0.906510475,0.446804427,0.641996546
SMC00926_6.28.10_1,str,0.476785706,0.536409177,0,0.893947942,NA
SMC00957_6.21.10_1,str,0.340146535,0.087263164,0.629420592,NA,0.303755849
SMC00957_7.2.10_1,str,0.719678128,1.439356257,NA,NA,0
SMC00958_7.19.11_1,str,0.282256345,NA,0.684580434,0,0.162188601
SMC00963_6.17.10_1,str,0.848040381,1.212471383,0.612232479,0.719417281,NA
SMC00963_7.9.14_1,str,0.838350801,0.867537267,1.136653029,NA,0.510862109
SMC01004_5.26.09_1,str,0.715155604,1.430311208,NA,NA,0
SMC01013_6.24.10_1,str,0.752800675,NA,1.273608871,0.440984315,0.543808839
SMC01046_5.21.09_1,str,0.739759813,1.199405741,0.480441162,0.539432537,NA
SMC01049_6.1.10_1,str,0.398278524,0.346191142,0.365248027,NA,0.483396404
SMC01049_7.9.14_1,str,0.572656935,0.323976988,NA,0.891766756,0.50222706
SMC01151_6.17.09_1,str,0.763911638,NA,0.940243841,0.427016047,0.924475027
SMC01158_5.20.09_1,str,1.436634159,1.73387057,1.139397749,NA,NA
SMC01161_5.27.10_1,str,0.741060817,0.955187895,1.047622667,NA,0.22037189
SMC01201_6.2.10_1,str,0.751760099,0.990863002,NA,1.020478437,0.243938858
SMC01208_6.8.10_1,str,0.394579078,NA,0.62539909,0.215939987,0.342398158
SMC01215_7.13.11_1,str,0.640064386,0.933956109,0.506799425,0.479437622,NA
SMC01257_6.16.11_1,str,0.536170253,0.518732369,0.640219734,NA,0.449558656
SMC01258_5.27.09_1,str,0.720234756,0.548152946,NA,1.124673608,0.487877716
SMC01260_7.16.12_1,str,0.513516293,NA,0.850288198,0.347862524,0.342398158
SMC01278_6.17.09_1,str,0.784273404,1.205704187,0.645180309,0.501935715,NA
SMC01358_6.21.11_1,str,0.403715444,0.430769421,0.468183399,NA,0.312193511
SMC01383_6.1.10_1,str,0.317039056,0.543552165,NA,0.022398385,0.385166618
SMC01452_7.15.10_1,str,0.297035954,NA,0.159557366,0.291324294,0.440226203
SMC01454_7.16.12_1,str,0.419899182,0.262083152,0.584486939,0.413127454,NA
SMC01454_7.16.12_2,str,0.651407306,0.343416976,0.94968927,NA,0.66111567
SMC01464_6.7.12_1,str,0.283160854,0.216365839,NA,0.145239007,0.487877716
SMC01512_6.23.10_1,str,0.569765285,NA,1.075177306,0.248920621,0.385197928
SMC01555_6.23.11_1,str,0.777333199,1.338900024,0.55365856,0.439441013,NA
SMC01606_5.26.09_1,str,0.203625554,0.436165348,0.030622002,NA,0.144089313
SMC01640_6.30.15_1,str,0.714916737,1.429833474,NA,NA,0
SMC01656_6.6.12_1,str,0.361768766,NA,0.400509982,0,0.684796316
SMC01662_7.9.12_1,str,0.399166182,0.936709581,0.260788966,0,NA
SMC01684_6.3.09_1,str,0.204317453,0.61295236,0,NA,0
SMC01692_6.20.11_1,str,0.512650097,0.88092976,NA,0.291112245,0.365908287
SMC01694_6.28.10_1,str,0.393836388,NA,0.559255235,0.440984315,0.181269613
SMC01716_6.8.10_1,str,0.618520351,0.93359154,0.300725729,0.621243784,NA
SMC01726_6.30.10_1,str,0.299290579,0.609211154,0.068288693,NA,0.22037189
SMC01748_5.21.14_1,str,0.361623633,0.214710163,NA,0.382283019,0.487877716
SMC01748_6.3.09_1,str,0.482527436,NA,0.62539909,0.479785062,0.342398158
SMC01772_7.11.12_1,str,0.395682858,0.531667463,0.295933318,0.359447793,NA
SMC01814_6.9.10_1,str,0.405396326,0.178118753,0.369084128,NA,0.668986095
SMC01824_6.21.12_1,str,0.446754552,0.991779574,NA,0,0.348484083
SMC01860_5.28.09_1,str,0.561787907,NA,1.243844136,0.248920621,0.192598964
SMC01881_7.9.13_1,str,0.30483251,0,0.260788966,0.653708565,NA
SMC01881_7.9.13_2,str,0.186189349,0,0.122949194,NA,0.435618853
SMC01902_7.16.12_1,str,0.293374657,0.880123972,NA,0,0
SMC01912_7.12.12_1,str,0.874922315,NA,1.749844629,NA,0
SMC01923_7.12.11_1,str,0.303581954,0.269921528,0.401366371,0.239457964,NA
SMC01934_6.15.12_1,str,0.390224825,0.084427174,0.632147648,NA,0.454099652
SMC01960_5.21.14_1,str,0.717060966,1.434121932,NA,NA,0
SMC01960_6.23.10_1,str,0.412198337,NA,0.897633273,0.014584535,0.324377202
SMC01962_6.8.10_1,str,0.54215099,0.808815241,0.315702015,0.501935715,NA
SMC01962_7.17.14_1,str,0.265151905,0.082016248,0.277820613,NA,0.435618853
SMC01972_6.7.10_1,str,0.575911617,0.656998414,NA,0.582858722,0.487877716
SMC01987_6.15.12_1,str,0.65810758,NA,0.874600534,0.4334339,0.666288308
SMC01987_6.15.12_2,str,0.424191049,0.527795974,0.364154705,0.380622469,NA
SMC01990_5.21.09_1,str,0.414136811,0.867778219,0,NA,0.374632213
SMC01990_7.8.14_1,str,0.374348142,0.544520326,NA,0.317161038,0.261363062
SMC02006_5.26.09_1,str,0.675917679,NA,0.130643052,0.664476614,1.232633369
SMC02028_7.12.12_1,str,0.374281314,0.532576683,0.59026726,0,NA
SMC02059_6.3.10_1,str,0.234054082,0.702162246,0,NA,0
SMC02059_6.3.10_2,str,0.371385702,0.666752105,NA,0.447405001,0
SMC02123_7.5.11_1,str,0.612660481,NA,0.645843554,0.49177802,0.700359869
SMC02127_5.19.14_1,str,0.462174349,0.403078642,0.278719758,0.704724649,NA
SMC02127_6.4.09_1,str,0.859584669,1.139397749,1.439356257,NA,0
SMC02206_7.19.11_1,str,0.47712887,0.440787936,NA,0.838136889,0.152461786
SMC02208_5.29.13_1,str,0.511611997,NA,0.593272074,0.325247232,0.616316685
SMC02228_6.23.09_1,str,0.623253573,0.809725831,0.370615064,0.689419824,NA
SMC02232_6.3.13_1,str,0.233720695,0.701162085,0,NA,0
SMC02270_6.30.10_1,str,0.248936021,0.114671493,NA,0.436985484,0.195151086
SMC02302_7.15.13_1,str,0.532809896,NA,0.705198451,0.296795735,0.596435501
SMC02366_6.23.14_1,str,0.469422928,0.808841332,0,0.599427452,NA
SMC02417_7.20.11_1,str,0.965676434,0.785180421,0.670955754,NA,1.440893128
SMC02452_6.30.11_1,str,0.362384843,0.552409724,NA,0.382283019,0.152461786
SMC02484_6.5.13_1,str,0.113391827,NA,0,0.060031533,0.280143948
SMC02484_6.5.13_2,str,0.577584904,1.346450206,0.386304507,0,NA
SMC02494_5.22.14_1,str,0.233951629,0.094889017,0.166222091,NA,0.44074378
SMC02536_6.29.11_1,str,0.608965676,1.217049883,NA,0,0.609847145
SMC02563_5.22.14_1,str,0.099941658,NA,0.165843087,0,0.133981888
SMC02563_6.24.10_1,str,0.372326219,0.405720817,0.180915441,0.530342398,NA
SMC02563_6.24.10_2,str,0.242081536,0.263354668,0.030622002,NA,0.432267938
SMC02622_6.15.10_1,str,0.736180387,1.004495984,NA,0.838136889,0.365908287
SMC02644_6.30.11_1,str,0.874922315,NA,1.749844629,NA,0
SMC02656_6.23.09_1,str,0.828704621,1.33899784,0.645180309,0.501935715,NA
