"","OE.scores.O","OE.scores.E","OE.scores.OoverE","OE.scores.Onull","OE.scores.Enull","OE.scores.OoverE.null","OE.scores.BC","OE.scores.BC.null","Capture.Probs.Achnanthes","Capture.Probs.Achnanthidium","Capture.Probs.Adlafia","Capture.Probs.Amphipleura","Capture.Probs.Amphora","Capture.Probs.Anomoeoneis","Capture.Probs.Bacillaria","Capture.Probs.Biremis","Capture.Probs.Brachysira","Capture.Probs.Caloneis","Capture.Probs.Campylodiscus","Capture.Probs.Cavinula","Capture.Probs.Chamaepinnularia","Capture.Probs.Cocconeis","Capture.Probs.Craticula","Capture.Probs.Cymatopleura","Capture.Probs.Cymbella","Capture.Probs.Cymbopleura","Capture.Probs.Delicata","Capture.Probs.Denticula","Capture.Probs.Diadesmis","Capture.Probs.Diatomella","Capture.Probs.Didymosphenia","Capture.Probs.Diploneis","Capture.Probs.Encyonema","Capture.Probs.Encyonopsis","Capture.Probs.Entomoneis","Capture.Probs.Eolimna","Capture.Probs.Epithemia","Capture.Probs.Eucocconeis","Capture.Probs.Eunotia","Capture.Probs.Fallacia","Capture.Probs.Fistulifera","Capture.Probs.Frustulia","Capture.Probs.Geissleria","Capture.Probs.Gomphoneis","Capture.Probs.Gomphonema","Capture.Probs.Gomphosphenia","Capture.Probs.Gyrosigma","Capture.Probs.Halamphora","Capture.Probs.Hantzschia","Capture.Probs.Hippodonta","Capture.Probs.Karayevia","Capture.Probs.Kolbesia","Capture.Probs.Lemnicola","Capture.Probs.Luticola","Capture.Probs.Mastogloia","Capture.Probs.Mayamaea","Capture.Probs.Muelleria","Capture.Probs.Navicula","Capture.Probs.Neidium","Capture.Probs.Nitzschia","Capture.Probs.Nupela","Capture.Probs.Opephora","Capture.Probs.Parlibellus","Capture.Probs.Pinnularia","Capture.Probs.Placoneis","Capture.Probs.Planothidium","Capture.Probs.Platessa","Capture.Probs.Pleurosigma","Capture.Probs.Psammodictyon","Capture.Probs.Psammothidium","Capture.Probs.Pseudostaurosira","Capture.Probs.Reimeria","Capture.Probs.Rhoicosphenia","Capture.Probs.Rhopalodia","Capture.Probs.Rossthidium","Capture.Probs.Sellaphora","Capture.Probs.Seminavis","Capture.Probs.Simonsenia","Capture.Probs.Stauroforma","Capture.Probs.Stauroneis","Capture.Probs.Stenopterobia","Capture.Probs.Surirella","Capture.Probs.Synedra","Capture.Probs.Tryblionella","Capture.Probs.Ulnaria","Group.Occurrence.Probs.1","Group.Occurrence.Probs.2","Group.Occurrence.Probs.3","Group.Occurrence.Probs.4","Group.Occurrence.Probs.5","Group.Occurrence.Probs.6","Group.Occurrence.Probs.7","Group.Occurrence.Probs.8","Group.Occurrence.Probs.9","Group.Occurrence.Probs.10","Group.Occurrence.Probs.11","Group.Occurrence.Probs.12","Group.Occurrence.Probs.13","Group.Occurrence.Probs.14","Group.Occurrence.Probs.15","Group.Occurrence.Probs.16","Group.Occurrence.Probs.17","Group.Occurrence.Probs.18","Group.Occurrence.Probs.19","Group.Occurrence.Probs.20","Group.Occurrence.Probs.21","Group.Occurrence.Probs.22"
"404S23297_6/19/13_1",9,7.89025800503418,1.14064711119177,8,7.43283582089552,1.07630522088353,0.173670739259641,0.154738878143133,0.0422360256410256,0.937043356643357,0.208610022755023,0.216210600543248,0.760708787323787,0.000288888888888889,0.0329882561882562,0.00238181818181818,0.00391616161616162,0.568137391921804,0.0179711229946524,0.00273181818181818,0.0477399543920132,0.748200409068056,0.271101406599936,0.0166,0.316980748924278,0.0306356417112299,0.000488888888888889,0.171960490653138,0.0696308898944193,0.00478181818181818,0.00879893048128342,0.23249067909215,0.296149546499252,0.358004332660803,0.0684,0.445610033691798,0.47008702963703,0.00803993783993784,0.120271338661339,0.119138613282143,0.0342423881673882,0.0389528090210443,0.235101681161975,0.162656714886421,0.91180079952727,0.00841278100983983,0.0221252525252525,0.357481593406593,0.0839092201915731,0.0659524064171123,0.0657122392966511,0.00504196078431372,0.00743406593406593,0.047201455146161,0.0671529411764706,0.155646963689905,0.0342,0.979347695115342,0.0301048107121637,0.980559756909757,0.00240181818181818,0.00269070707070707,0.0475975135975136,0.19310017443341,0.04356056998557,0.880082102537985,0.00282727272727273,0.0506566433566434,0.0024,0.0795074797098326,0.161072949534126,0.39188412515589,0.610611181171769,0.513766524815054,0.0264049122446181,0.338566671074024,0.0104181818181818,0.0488809523809524,0,0.0683054933954934,0.000427272727272727,0.253321459553518,0.0024,0.182325407925408,0.00811666666666667,0.1192,0.0436,0.1162,0.1284,0.0084,0.0568,0,6e-04,0.0132,0.0262,0.0252,0,0.2394,0.0094,0,2e-04,0.0492,0.017,0.1146,0.013,0.0026,0.0168
"404S24066_6/4/13_1",2,8.96701384236134,0.223039691379948,2,7.43283582089552,0.269076305220884,0.649065954495972,0.598101265822785,0.0614222496947497,0.93914985014985,0.287762138901404,0.193019404598669,0.720466101583602,0.00264444444444444,0.0154821881821882,0.000890909090909091,0.00315674695674696,0.605422520284726,0.00663101604278075,0.00132424242424242,0.0388118542078836,0.670534502915385,0.358190807640072,0.0221714285714286,0.25756574142633,0.0298332909410851,0.000251851851851852,0.186859527155851,0.0652487349904997,0.0062051948051948,0.00542435211846977,0.194883382712059,0.293583374648228,0.34440356198268,0.0941142857142857,0.54328828544005,0.503901435927906,0.00733535353535354,0.145858733488733,0.0660131050648698,0.0367915163540164,0.0352926381026381,0.206378001328737,0.171938408089732,0.917601672564908,0.0113895676219206,0.00726122766122766,0.453672176434676,0.118521305165423,0.0528261268143621,0.0619100252089958,0.00372509803921569,0.00495769230769231,0.0714868505350858,0.0737574229691877,0.184639110682346,0.0470571428571429,0.984270299526182,0.0258184325750502,0.985199417249417,0.000930909090909091,0.00357535353535354,0.0161030821030821,0.252220010822511,0.0402878607503607,0.895250637053578,0.00549610389610389,0.0407105894105894,0.00531428571428571,0.078261976346094,0.188640798885211,0.332756143301143,0.565207976892389,0.636721142773349,0.0289699852707206,0.297762656053097,0.00185454545454545,0.0664190476190476,0,0.0518157829207829,0.000181818181818182,0.207929315635345,0.00531428571428571,0.164294416694417,0.0154083333333333,0.0872,0.0448,0.1552,0.0812,0.0104,0.0376,0,2e-04,0.0068,0.0098,0.0942,0,0.3294,0.004,0,4e-04,0.035,0.0106,0.0204,0.0118,0.0238,0.0372
"404S25298_6/20/12_1",8,8.37186497691851,0.955581584516264,6,7.43283582089552,0.807228915662651,0.233685195726387,0.228,0.0590375213675214,0.924430769230769,0.264814593946359,0.167925617552382,0.774603971768972,0.000777777777777778,0.0339757834757835,0.000527272727272727,0.00237834757834758,0.584147090991797,0.0173764705882353,0.000627272727272727,0.0466282358817653,0.673733415114297,0.347071433958199,0.0156285714285714,0.247660824676413,0.027954034919329,0.000562962962962963,0.157278842562666,0.0717027376545024,0.00201298701298701,0.00322015631427396,0.247822225813402,0.279700690943044,0.263911425785543,0.0948,0.502321164227929,0.388653497754968,0.00653581973581974,0.133471316461316,0.118955904487669,0.0403899470899471,0.0325117517667518,0.211450355363591,0.127401328225152,0.934183063396299,0.00924964088199382,0.0237162393162393,0.453942338217338,0.104383542927661,0.0812235294117647,0.0596983405048111,0.00136009803921569,0.00759395604395604,0.0611618444300797,0.0640193277310924,0.184197672675908,0.0474,0.986588658944541,0.0288768921710098,0.987997710622711,0.000547272727272727,0.00132505050505051,0.0521737891737892,0.222383354978355,0.0434305555555555,0.909052965280906,0.00168571428571429,0.0401381868131868,0.00148571428571429,0.0735690337331514,0.137647209696621,0.377791734376734,0.590285864005276,0.504520303335009,0.0159651498283851,0.311011469739411,0.0112,0.0413797619047619,0,0.074145717985718,2e-04,0.300894925303455,0.00148571428571429,0.211755067155067,0.00820833333333333,0.0314,0.06,0.1094,0.105,0.0024,0.061,0,2e-04,0.0152,0.0058,0.0552,0,0.3318,0.0044,0,2e-04,0.061,0.0094,0.1232,0.007,0.007,0.0104
"404S25668_6/23/10_1",7,8.39876961092829,0.833455413622938,7,7.43283582089552,0.941767068273092,0.25790840218136,0.180972078593588,0.0647117124542124,0.933007792207792,0.289831617636176,0.181460676692588,0.723042342194842,0.00255555555555556,0.0177473378473378,0.000745454545454546,0.00297114737114737,0.606871924518837,0.00831657754010695,0.00114545454545455,0.0388287614183202,0.650966412672295,0.379278808364838,0.0193428571428571,0.25595573640956,0.0298233165364048,0.000259259259259259,0.178498326428473,0.0633188519323813,0.00585974025974026,0.00494882764294529,0.193764256739992,0.292584734921941,0.320012641617642,0.101657142857143,0.529584178664473,0.460729692910575,0.00703947163947164,0.146118791208791,0.0726958893394188,0.0354373797498797,0.0351009115176762,0.201090226195373,0.157398374996463,0.924830551257022,0.011331570063923,0.00974436674436674,0.476819592907093,0.125355371099489,0.0604702826585179,0.059669586388557,0.00314343137254902,0.00523351648351648,0.0749771069453422,0.0747957983193277,0.189250704665705,0.0508285714285714,0.984495459551342,0.0241225932292109,0.985677614052614,0.000765454545454546,0.0033210101010101,0.0211610981610982,0.249725680544945,0.0400365981240981,0.894795332826215,0.00524155844155844,0.0375353396603397,0.00511428571428571,0.079408024372142,0.175448131269602,0.336029485677721,0.549841059953119,0.615656943029737,0.0263371190628544,0.295096514188426,0.00316363636363636,0.0596488095238095,0,0.0537635344285344,0.000127272727272727,0.231682769077328,0.00511428571428571,0.17689304029304,0.0131666666666667,0.0742,0.0466,0.1354,0.0876,0.0096,0.0374,0,2e-04,0.007,0.0082,0.0806,0,0.3558,0.0028,0,2e-04,0.0354,0.0142,0.0348,0.0112,0.023,0.0358
"404S25668_6/23/10_2",8,8.39876961092829,0.952520472711929,7,7.43283582089552,0.941767068273092,0.238573002817068,0.180972078593588,0.0647117124542124,0.933007792207792,0.289831617636176,0.181460676692588,0.723042342194842,0.00255555555555556,0.0177473378473378,0.000745454545454546,0.00297114737114737,0.606871924518837,0.00831657754010695,0.00114545454545455,0.0388287614183202,0.650966412672295,0.379278808364838,0.0193428571428571,0.25595573640956,0.0298233165364048,0.000259259259259259,0.178498326428473,0.0633188519323813,0.00585974025974026,0.00494882764294529,0.193764256739992,0.292584734921941,0.320012641617642,0.101657142857143,0.529584178664473,0.460729692910575,0.00703947163947164,0.146118791208791,0.0726958893394188,0.0354373797498797,0.0351009115176762,0.201090226195373,0.157398374996463,0.924830551257022,0.011331570063923,0.00974436674436674,0.476819592907093,0.125355371099489,0.0604702826585179,0.059669586388557,0.00314343137254902,0.00523351648351648,0.0749771069453422,0.0747957983193277,0.189250704665705,0.0508285714285714,0.984495459551342,0.0241225932292109,0.985677614052614,0.000765454545454546,0.0033210101010101,0.0211610981610982,0.249725680544945,0.0400365981240981,0.894795332826215,0.00524155844155844,0.0375353396603397,0.00511428571428571,0.079408024372142,0.175448131269602,0.336029485677721,0.549841059953119,0.615656943029737,0.0263371190628544,0.295096514188426,0.00316363636363636,0.0596488095238095,0,0.0537635344285344,0.000127272727272727,0.231682769077328,0.00511428571428571,0.17689304029304,0.0131666666666667,0.0742,0.0466,0.1354,0.0876,0.0096,0.0374,0,2e-04,0.007,0.0082,0.0806,0,0.3558,0.0028,0,2e-04,0.0354,0.0142,0.0348,0.0112,0.023,0.0358
"404S26670_6/18/12_1",9,8.29767874540492,1.08464069002238,7,7.43283582089552,0.941767068273092,0.212784477466156,0.172285418821096,0.0667387484737485,0.921202397602398,0.292645524442877,0.152259475230652,0.728932443112443,0.00246666666666667,0.0188322011322011,0.000490909090909091,0.00287132867132867,0.569944169196816,0.00573903743315508,0.000657575757575758,0.0401307649540002,0.655486177711178,0.358182999027117,0.0102285714285714,0.193304809275692,0.0247159895333425,2e-04,0.146757402727991,0.073464465338583,0.00257662337662338,0.00405874125874126,0.241829906531377,0.248177967881791,0.241031124888184,0.101771428571429,0.510102135805371,0.433461254921549,0.0112191142191142,0.157530683760684,0.0636146329487506,0.0399705266955267,0.0264242505533682,0.183451783837078,0.112458954183072,0.919233970114853,0.018931684981685,0.00869044289044289,0.47448566988567,0.115852897102897,0.0594311688311688,0.06848498001998,0.00172166666666667,0.0123763736263736,0.0748105738705739,0.0638736694677871,0.172205180179298,0.0508857142857143,0.980182367632368,0.0211602813852814,0.981508999333999,0.000530909090909091,0.00299757575757576,0.0237347319347319,0.230632370766488,0.0384569264069264,0.912756529255059,0.00244935064935065,0.0328654595404595,0.00208571428571429,0.0852572527472527,0.135853196019667,0.313433295234178,0.570219631740808,0.54810992389963,0.0202270063270063,0.249972457934223,0.00272727272727273,0.0367702380952381,0,0.0509846742146742,0.000363636363636364,0.223749056107291,0.00208571428571429,0.15856519036519,0.0140916666666667,0.0394,0.058,0.0716,0.0512,0.004,0.0974,0,0,0.0054,0.0054,0.0996,0,0.3562,0.008,0,4e-04,0.1178,0.0088,0.03,0.01,0.0222,0.0146
"404S26868_6/26/12_1",6,8.34817742647875,0.718719750848754,6,7.43283582089552,0.807228915662651,0.328508687301857,0.255555555555556,0.0653155891330891,0.930745854145854,0.306511941070912,0.171287770677035,0.732673885651386,0.00342222222222222,0.0246610796610797,0.000563636363636364,0.00232724682724683,0.577272365744278,0.0128620320855615,0.0010469696969697,0.0417722207367796,0.652515539689069,0.391876641087671,0.0120285714285714,0.251739135690018,0.0329784641665524,0.000437037037037037,0.158397246952394,0.0699292748428042,0.00677316017316017,0.00357945975593034,0.222074073557162,0.286547302909509,0.264812256381962,0.101428571428571,0.503045859140859,0.424932377154436,0.00637047397047397,0.163486068376068,0.0960951345386639,0.0364324374699375,0.0413227429542135,0.188037604144222,0.141795456509721,0.935161570238041,0.0147480751274869,0.0182250194250194,0.490864195526696,0.129711893988365,0.0722720397249809,0.0606451645685469,0.00264539215686275,0.00476483516483516,0.0798805401134813,0.0701767507002801,0.188183323027735,0.0507142857142857,0.985133936107466,0.0239591499731206,0.986340817515818,0.00065030303030303,0.00400585858585859,0.0379548821548822,0.258474515533486,0.0499167929292929,0.899034515865398,0.00627922077922078,0.0300126623376623,0.00614285714285714,0.0759675553640259,0.15899934051787,0.337261061944591,0.561639552636906,0.584613529743677,0.0268925530079942,0.33851733601366,0.00710909090909091,0.047825,0,0.0700536387686388,0.000136363636363636,0.276882300101859,0.00614285714285714,0.196550405150405,0.01395,0.0582,0.035,0.0842,0.0978,0.0116,0.0234,0,8e-04,0.0118,0.0062,0.0922,0,0.355,0.003,6e-04,2e-04,0.0408,0.0196,0.0782,0.0076,0.0308,0.043
"404S27470_6/19/12_1",10,8.37193866974529,1.19446646642769,7,7.43283582089552,0.941767068273092,0.188454440129434,0.172285418821096,0.0651596916971917,0.929671728271728,0.278447398162839,0.160019786014639,0.743168605931106,0.00288888888888889,0.0146529211529212,0.000418181818181818,0.00384099974099974,0.580631346567376,0.00657326203208556,0.000584848484848485,0.0432895324446795,0.687702323983206,0.332705145426469,0.0121142857142857,0.224508648432178,0.0334371423511129,0.00057037037037037,0.156942049698667,0.0716303882392118,0.00344675324675325,0.0046635129576306,0.233128404520316,0.257313268512533,0.254451658744306,0.0906285714285714,0.533287918943801,0.439033139627257,0.0113839937839938,0.146675219225219,0.0628743831332067,0.0413118746993747,0.0290703660174248,0.229484878928261,0.129020356413739,0.917106042922219,0.0158301048624578,0.00682455322455322,0.436669415306915,0.107113213257331,0.0502196333078686,0.0752022864662571,0.00132843137254902,0.0106543956043956,0.0719635782518135,0.0597014005602241,0.175307479067773,0.0453142857142857,0.980719413375296,0.0196409554225731,0.983188844488845,0.000418181818181818,0.00330707070707071,0.0200052318052318,0.219791326075885,0.0348125721500721,0.911747296712003,0.00343766233766234,0.0318013486513486,0.00302857142857143,0.0786601367042544,0.155011141853789,0.382027248405189,0.578920698745699,0.525794449804009,0.0206385898143251,0.279654007675331,0.00149090909090909,0.0406166666666667,0,0.0524379278129278,0.000409090909090909,0.202535863891011,0.00302857142857143,0.148427195027195,0.0126416666666667,0.0316,0.0968,0.0848,0.0864,0.004,0.0926,0,2e-04,0.0154,0.0046,0.0906,0,0.3172,0.009,0,0,0.0838,0.007,0.0164,0.0124,0.026,0.0212
"404S28068_6/20/12_1",8,8.39564063949123,0.952875467581328,8,7.43283582089552,1.07630522088353,0.190774318898042,0.107930367504836,0.0652933821733822,0.933412787212787,0.291234774310657,0.182577753651577,0.719346088911089,0.00257777777777778,0.0167344988344988,0.000745454545454546,0.00303379953379953,0.608502805103393,0.00759251336898396,0.00114545454545455,0.0378962355291767,0.647477421108304,0.382104826056297,0.0198,0.256258381259264,0.0295391096485214,0.000266666666666667,0.180548711256064,0.0616405253569959,0.00585974025974026,0.00501036610448375,0.187069330669331,0.293848382793677,0.325017830274301,0.102914285714286,0.52969279357897,0.464980541843777,0.00687707847707848,0.145783038073038,0.0678786072750779,0.0350176767676768,0.0347759112456171,0.200019832944833,0.158982879571409,0.924399086697616,0.0113793112116642,0.00854560994560995,0.478782498057498,0.126653472997591,0.0592533995416348,0.0588843748408454,0.00327676470588235,0.00506538461538462,0.0756010385692739,0.0760042016806723,0.189827316670258,0.0514571428571429,0.984514925270808,0.0238647950089127,0.985608216783217,0.000765454545454546,0.00334323232323232,0.0185476301476301,0.250810653170359,0.0391500360750361,0.893539645158763,0.00525064935064935,0.0373743006993007,0.00511428571428571,0.0798801041442218,0.177433732541968,0.331815335285629,0.545588560655031,0.62355830901125,0.0268294928927282,0.290559293157823,0.00254545454545455,0.0606678571428571,0,0.0512513530913531,0.000136363636363636,0.226842162380104,0.00511428571428571,0.174141214341214,0.013425,0.0774,0.045,0.1386,0.0858,0.0096,0.0348,0,2e-04,0.0072,0.0082,0.0816,0,0.3602,0.003,0,2e-04,0.035,0.0148,0.028,0.0114,0.0232,0.0358
"404S28270_6/18/12_1",9,9.10919503542209,0.988012658089164,8,7.43283582089552,1.07630522088353,0.178986301612725,0.107930367504836,0.0531965262515263,0.955026173826174,0.279383065398654,0.211541963134904,0.727974946164946,0.00413333333333333,0.0186945387945388,0.000927272727272727,0.0052955710955711,0.55888924660307,0.00637860962566845,0.00151060606060606,0.0423799637290814,0.745683556476204,0.295443855490914,0.0208857142857143,0.26251933011433,0.0343035949997715,0.000333333333333333,0.175354925140219,0.0683794354664943,0.00804155844155844,0.00816676264911559,0.207399885245473,0.292240802955215,0.341036092404328,0.0673714285714286,0.544300539754363,0.572056653640477,0.0079990675990676,0.153744670884671,0.0697886684557273,0.0457270923520924,0.0434245841413488,0.232536528830646,0.195941238369474,0.912383314561256,0.0185494720965309,0.00984801864801865,0.380136724386724,0.10067260680496,0.0402290297937357,0.0735228564572682,0.00416696078431373,0.00499615384615385,0.0698595748042807,0.0613201680672269,0.17275045986693,0.0336857142857143,0.978825778143425,0.0276947097020626,0.981649825174825,0.000947272727272727,0.00508060606060606,0.0185934731934732,0.256490886172651,0.0518692640692641,0.900734171220936,0.00736883116883117,0.0379719030969031,0.00711428571428571,0.066361631113984,0.214499488354782,0.351383767507003,0.621837412783295,0.609833417073123,0.0348620967268026,0.343559897945192,0.00207272727272727,0.0719059523809524,0,0.0618979897879898,0.000254545454545455,0.18116879212291,0.00711428571428571,0.145315129315129,0.0183416666666667,0.0982,0.0626,0.1462,0.0732,0.014,0.0178,0,6e-04,0.009,0.0102,0.114,0,0.2358,0.0056,0,2e-04,0.0658,0.0166,0.0228,0.0204,0.0372,0.0498
"404S31468_6/19/12_1",9,8.3212569847636,1.08156736614182,7,7.43283582089552,0.941767068273092,0.205259984174323,0.180972078593588,0.0659145451770452,0.923125674325674,0.293798680649416,0.151821198327816,0.735373824786325,0.00222222222222222,0.01919333999334,0.000436363636363636,0.00312424242424242,0.567438704187969,0.00559572192513369,0.00059469696969697,0.0411500782714018,0.661841286491286,0.352808957300869,0.0106,0.187753870149458,0.0244862819370172,0.000333333333333333,0.14530780126736,0.0744327016121134,0.00266493506493506,0.00407272727272727,0.245958910289057,0.24457424789263,0.234083342148048,0.0994857142857143,0.515183285342109,0.440599666673196,0.0109201243201243,0.157081088356088,0.0637693704987823,0.0413825216450216,0.0257111148655266,0.186601283112313,0.110032597549509,0.919293982814571,0.0188996642246642,0.00833131313131313,0.469129771617272,0.114236063936064,0.0580974025974026,0.0687223568098568,0.00125833333333333,0.0124703296703297,0.0738056166056166,0.061250700280112,0.172190241294653,0.0497428571428571,0.980030078255078,0.021950487012987,0.9818671994672,0.000436363636363636,0.00265858585858586,0.0231908313908314,0.230011901578813,0.0389969877344877,0.916320359052712,0.00261948051948052,0.0319526223776224,0.00222857142857143,0.0831191697191697,0.135632821100468,0.316230549026137,0.579684067403185,0.541098522637493,0.0193735528360528,0.251055505034181,0.00265454545454545,0.0381154761904762,0,0.0516391358641359,0.000390909090909091,0.218907623503947,0.00222857142857143,0.156764124764125,0.0143333333333333,0.0302,0.062,0.0742,0.05,0.0038,0.097,0,0,0.009,0.0048,0.1046,0,0.3482,0.0086,0,0,0.1256,0.0068,0.0292,0.0104,0.02,0.0156
"404S32468_6/26/12_1",9,8.55430667696682,1.0521016301921,9,7.43283582089552,1.21084337349398,0.152713370423776,0.0953678474114441,0.0518778907203907,0.941968031968032,0.275484850405586,0.210438317026111,0.774474563677064,0.00313333333333333,0.0301161542161542,0.000672727272727273,0.00222178192178192,0.598684956149515,0.0152010695187166,0.00103106060606061,0.0480715826493768,0.716247428388605,0.328774228304375,0.0218,0.282904611608435,0.0352405842360254,0.000451851851851852,0.175359741810477,0.0718873931950403,0.00742510822510823,0.00364832030714384,0.228391741183653,0.309913058559088,0.317958297214768,0.0785142857142857,0.518857051379993,0.494673574247104,0.00591375291375291,0.144856300921301,0.11186697250462,0.0421122234247234,0.0467020415423357,0.226551906345289,0.177102312126871,0.930057590339943,0.0143940368455074,0.0197445221445221,0.420425015262515,0.109295889404713,0.0636854851031322,0.0616530225058166,0.00266401960784314,0.00469835164835165,0.0688082712059183,0.0633218487394958,0.182048550066491,0.0392571428571429,0.986360625376802,0.0306082848796084,0.98733672993673,0.00075939393939394,0.00382606060606061,0.0408850556850557,0.260283383626178,0.0547876082251082,0.905010882690294,0.00684025974025974,0.0401998251748252,0.00668571428571429,0.0681574485862721,0.200623648290707,0.370884672484378,0.619549975873799,0.575758841186047,0.0284770181071652,0.368078911366411,0.00803636363636364,0.0693083333333333,0,0.0745224606874607,0.000154545454545455,0.255839415372209,0.00668571428571429,0.19383421023421,0.0114833333333333,0.0578,0.0308,0.1526,0.1218,0.0086,0.0204,0,0.0014,0.0122,0.0074,0.0726,0,0.2748,0.0034,6e-04,2e-04,0.0454,0.0196,0.0884,0.007,0.0282,0.0468
"404S33670_6/19/12_1",3,7.7938430367998,0.384919222241845,3,7.43283582089552,0.403614457831325,0.473894753549468,0.4620886981402,0.0633173199023199,0.934846553446554,0.28065010510187,0.189535911702676,0.714171941576942,0.00242222222222222,0.0139068524068524,0.00129090909090909,0.00506039886039886,0.591859334859041,0.00903101604278075,0.00158257575757576,0.0397930050015344,0.664811273367156,0.355469963206728,0.0142285714285714,0.286193186203774,0.0361011328214269,0.00022962962962963,0.176787145370969,0.0624104566022213,0.00431948051948052,0.00850127519539284,0.193184657825834,0.291172245499598,0.322170106549224,0.0982285714285714,0.490361687038452,0.455150278751749,0.00888236208236208,0.140436969141969,0.0596305653823301,0.0324853655603656,0.0320954464054464,0.215749373012608,0.148367005880829,0.920696219684455,0.0112388044961574,0.00840823620823621,0.44692095959596,0.114258168302286,0.0563014514896868,0.061639086425557,0.00350843137254902,0.00590494505494505,0.069194420742656,0.0743002801120448,0.175709987028222,0.0491142857142857,0.981076213057095,0.0212741865433042,0.983805952380952,0.00133090909090909,0.00375313131313131,0.0180141932141932,0.225880454545455,0.0333523448773449,0.881091093819035,0.00342857142857143,0.0341177322677323,0.00302857142857143,0.0833298640139816,0.162263964608376,0.363441302586303,0.534880362839775,0.586604091768798,0.0258246098128451,0.299062660215601,0.00225454545454545,0.0440309523809524,0,0.0466343615643616,4e-04,0.219446036414566,0.00302857142857143,0.155547874347874,0.0137666666666667,0.082,0.053,0.0996,0.1152,0.007,0.048,0,2e-04,0.0062,0.0142,0.0828,0,0.3438,0.0088,0,4e-04,0.043,0.0088,0.0248,0.0192,0.0218,0.0212
"404S34120_6/21/12_1",9,8.40672481756805,1.07057150023421,8,7.43283582089552,1.07630522088353,0.164772936627871,0.107930367504836,0.0655915506715507,0.925805994005994,0.292587017873194,0.155974818841289,0.733744102934103,0.00244444444444444,0.0141244385244385,6e-04,0.00309103859103859,0.5775631054784,0.00524171122994652,0.000808333333333333,0.0426632626197332,0.678416573622456,0.337385750523986,0.0135714285714286,0.205202000766118,0.0303897335344394,0.000214814814814815,0.160324856516033,0.0812788674071027,0.00317142857142857,0.00471945701357466,0.254485377857437,0.250834503862151,0.259396675884029,0.0922285714285714,0.559877885937592,0.45516332300597,0.0120136752136752,0.163353292818293,0.0612743918826272,0.0402218855218855,0.0260181669746376,0.206290038719451,0.124575904901199,0.913711378273143,0.0147810511384041,0.00575773115773116,0.449879659229659,0.106846230240348,0.0500378151260504,0.0734604552419258,0.00143509803921569,0.011567032967033,0.0693706356388709,0.0601949579831933,0.174272078226784,0.0461142857142857,0.980209709190591,0.0220209518150695,0.982454936729937,0.00062,0.00306444444444444,0.0182835534835535,0.22620324929972,0.0343609668109668,0.915441146163205,0.00281688311688312,0.0351242257742258,0.00257142857142857,0.0824077191218368,0.153060864941159,0.346787865696395,0.58161190234602,0.557888082886612,0.022851683664919,0.272134712509713,0.00121818181818182,0.041897619047619,0,0.0525075265475265,0.000245454545454545,0.197645428231899,0.00257142857142857,0.14710584970585,0.0163833333333333,0.0332,0.0798,0.095,0.0684,0.005,0.1052,0,2e-04,0.0058,0.0066,0.12,0,0.3228,0.0054,0,2e-04,0.0792,0.0084,0.0134,0.0114,0.022,0.018
"404S34230_6/19/13_1",10,8.4388692561469,1.18499288192147,8,7.43283582089552,1.07630522088353,0.183095737898989,0.154738878143133,0.0439592857142857,0.941301098901099,0.213535257269963,0.232399563214563,0.745580695045695,0.000377777777777778,0.0244185185185185,0.00254545454545455,0.00335441595441595,0.590947332417038,0.0129764705882353,0.00310378787878788,0.0447779500564795,0.744054260771908,0.272668930905696,0.0219142857142857,0.328082991888286,0.032709609899904,0.000385185185185185,0.191389221073045,0.0629585152102799,0.00557402597402597,0.00881851090086384,0.195375669755082,0.307570623787977,0.40110439147998,0.0694285714285714,0.470275149458385,0.518978576924165,0.00750784770784771,0.121929705294705,0.0856214611532259,0.0316903439153439,0.0377638361203067,0.246779668860551,0.173497003464945,0.90747381431205,0.00872929505135388,0.0113008547008547,0.350170421245421,0.0876878915202445,0.0499848739495798,0.0619340221434339,0.00550862745098039,0.00702582417582418,0.0490350326797386,0.0717288515406162,0.158267980799157,0.0347142857142857,0.977967857360505,0.0287101979175509,0.979186355311355,0.00256545454545455,0.00294323232323232,0.0251874643874644,0.197659634581105,0.0358686507936508,0.874693485871427,0.00322857142857143,0.0505373626373626,0.00302857142857143,0.0824476302999832,0.190662256251374,0.379052384510914,0.594061116204057,0.564624663027604,0.0320312423959483,0.323045289351172,0.005,0.0610761904761905,0,0.0500418607318607,2e-04,0.19837429038282,0.00302857142857143,0.153794871794872,0.00988333333333333,0.1304,0.0416,0.1534,0.1356,0.0134,0.0476,0,6e-04,0.0104,0.028,0.0356,0,0.243,0.0044,0,2e-04,0.0382,0.026,0.055,0.012,0.0034,0.0212
